id,scope,sku,field,before,after,label
phase2Rfinal-sparedissolve-399647-A11-tg,product,399647,template_group,spare_part,polisher_machine,"§15: spare_part → polisher_machine (sub=carbon_brush korunur, makine aksesuarı)"
phase2Rfinal-sparedissolve-399647-A11-pt,product.specs,399647,specs.product_type,,accessory,§15 meta: polisher_machine accessory (search ayrımı için)
phase2Rfinal-sparedissolve-417882-A12-tg,product,417882,template_group,spare_part,polisher_machine,"§15: spare_part → polisher_machine (sub=charger korunur, makine aksesuarı)"
phase2Rfinal-sparedissolve-417882-A12-pt,product.specs,417882,specs.product_type,,accessory,§15 meta: polisher_machine accessory (search ayrımı için)
phase2Rfinal-sparedissolve-458813-A13-tg,product,458813,template_group,spare_part,polisher_machine,"§15: spare_part → polisher_machine (sub=extension_kit korunur, makine aksesuarı)"
phase2Rfinal-sparedissolve-458813-A13-pt,product.specs,458813,specs.product_type,,accessory,§15 meta: polisher_machine accessory (search ayrımı için)
phase2Rfinal-sparedissolve-79258-B1-tg,product,79258,template_group,spare_part,sprayers_bottles,§15: spare_part → sprayers_bottles (sprayer parçası)
phase2Rfinal-sparedissolve-79258-B1-pt,product.specs,79258,specs.product_type,,part,§15 meta: sprayers_bottles part (search ayrımı için)
phase2Rfinal-sparedissolve-79643-B2-tg,product,79643,template_group,spare_part,sprayers_bottles,§15: spare_part → sprayers_bottles (sprayer parçası)
phase2Rfinal-sparedissolve-79643-B2-pt,product.specs,79643,specs.product_type,,part,§15 meta: sprayers_bottles part (search ayrımı için)
phase2Rfinal-sparedissolve-8410-B3-tg,product,8410,template_group,spare_part,sprayers_bottles,§15: spare_part → sprayers_bottles (sprayer parçası)
phase2Rfinal-sparedissolve-8410-B3-pt,product.specs,8410,specs.product_type,,part,§15 meta: sprayers_bottles part (search ayrımı için)
phase2Rfinal-sparedissolve-8447-B4-tg,product,8447,template_group,spare_part,sprayers_bottles,§15: spare_part → sprayers_bottles (sprayer parçası)
phase2Rfinal-sparedissolve-8447-B4-pt,product.specs,8447,specs.product_type,,part,§15 meta: sprayers_bottles part (search ayrımı için)
phase2Rfinal-sparedissolve-83371816-B5-tg,product,83371816,template_group,spare_part,sprayers_bottles,§15: spare_part → sprayers_bottles (sprayer parçası)
phase2Rfinal-sparedissolve-83371816-B5-sub,product,83371816,template_sub_type,trigger_gun,handle,§15: trigger_gun → handle merge
phase2Rfinal-sparedissolve-83371816-B5-pt,product.specs,83371816,specs.product_type,,part,§15 meta: sprayers_bottles part (search ayrımı için)
phase2Rfinal-sparedissolve-82671872-B6-tg,product,82671872,template_group,spare_part,sprayers_bottles,§15: spare_part → sprayers_bottles (sprayer parçası)
phase2Rfinal-sparedissolve-82671872-B6-pt,product.specs,82671872,specs.product_type,,part,§15 meta: sprayers_bottles part (search ayrımı için)
phase2Rfinal-sparedissolve-82671836-B7-tg,product,82671836,template_group,spare_part,sprayers_bottles,§15: spare_part → sprayers_bottles (sprayer parçası)
phase2Rfinal-sparedissolve-82671836-B7-pt,product.specs,82671836,specs.product_type,,part,§15 meta: sprayers_bottles part (search ayrımı için)
phase2Rfinal-sparedissolve-83371836-B8-tg,product,83371836,template_group,spare_part,sprayers_bottles,§15: spare_part → sprayers_bottles (sprayer parçası)
phase2Rfinal-sparedissolve-83371836-B8-pt,product.specs,83371836,specs.product_type,,part,§15 meta: sprayers_bottles part (search ayrımı için)
phase2Rfinal-sparedissolve-81676800-B9-tg,product,81676800,template_group,spare_part,sprayers_bottles,§15: spare_part → sprayers_bottles (sprayer parçası)
phase2Rfinal-sparedissolve-81676800-B9-pt,product.specs,81676800,specs.product_type,,part,§15 meta: sprayers_bottles part (search ayrımı için)
phase2Rfinal-sparedissolve-81771874-B10-tg,product,81771874,template_group,spare_part,sprayers_bottles,§15: spare_part → sprayers_bottles (sprayer parçası)
phase2Rfinal-sparedissolve-81771874-B10-pt,product.specs,81771874,specs.product_type,,part,§15 meta: sprayers_bottles part (search ayrımı için)
phase2Rfinal-sparedissolve-82671874-B11-tg,product,82671874,template_group,spare_part,sprayers_bottles,§15: spare_part → sprayers_bottles (sprayer parçası)
phase2Rfinal-sparedissolve-82671874-B11-pt,product.specs,82671874,specs.product_type,,part,§15 meta: sprayers_bottles part (search ayrımı için)
phase2Rfinal-sparedissolve-83371602-B12-tg,product,83371602,template_group,spare_part,sprayers_bottles,§15: spare_part → sprayers_bottles (sprayer parçası)
phase2Rfinal-sparedissolve-83371602-B12-pt,product.specs,83371602,specs.product_type,,part,§15 meta: sprayers_bottles part (search ayrımı için)
phase2Rfinal-sparedissolve-81771871-B13-tg,product,81771871,template_group,spare_part,sprayers_bottles,§15: spare_part → sprayers_bottles (sprayer parçası)
phase2Rfinal-sparedissolve-81771871-B13-sub,product,81771871,template_sub_type,nozzle_kit,nozzle,§15: nozzle_kit → nozzle merge
phase2Rfinal-sparedissolve-81771871-B13-pt,product.specs,81771871,specs.product_type,,part,§15 meta: sprayers_bottles part (search ayrımı için)
phase2Rfinal-sparedissolve-SGYC010-C1-tg,product,SGYC010,template_group,spare_part,accessory,"§15: spare_part → accessory (Tornador yedek parçası, ana ürün SGGC055 zaten accessory'de)"
phase2Rfinal-sparedissolve-SGYC010-C1-pt,product.specs,SGYC010,specs.product_type,,part,§15 meta: Tornador part
phase2Rfinal-sparedissolve-SGYC010-C1-compat,product.specs,SGYC010,specs.compatible_with,,tornador,§15 meta: Tornador uyumluluğu
phase2Rfinal-sparedissolve-SGYC011-C2-tg,product,SGYC011,template_group,spare_part,accessory,"§15: spare_part → accessory (Tornador yedek parçası, ana ürün SGGC055 zaten accessory'de)"
phase2Rfinal-sparedissolve-SGYC011-C2-pt,product.specs,SGYC011,specs.product_type,,part,§15 meta: Tornador part
phase2Rfinal-sparedissolve-SGYC011-C2-compat,product.specs,SGYC011,specs.compatible_with,,tornador,§15 meta: Tornador uyumluluğu
phase2Rfinal-sparedissolve-373680-M1-pt,product.specs,373680,specs.product_type,,machine,§15 meta: polisher_machine ana makine (search ayrımı)
phase2Rfinal-sparedissolve-406813-M2-pt,product.specs,406813,specs.product_type,,machine,§15 meta: polisher_machine ana makine (search ayrımı)
phase2Rfinal-sparedissolve-SGGF179-M3-pt,product.specs,SGGF179,specs.product_type,,machine,§15 meta: polisher_machine ana makine (search ayrımı)
phase2Rfinal-sparedissolve-533019-M4-pt,product.specs,533019,specs.product_type,,machine,§15 meta: polisher_machine ana makine (search ayrımı)
phase2Rfinal-sparedissolve-418080-M5-pt,product.specs,418080,specs.product_type,,machine,§15 meta: polisher_machine ana makine (search ayrımı)
phase2Rfinal-sparedissolve-447129-M6-pt,product.specs,447129,specs.product_type,,machine,§15 meta: polisher_machine ana makine (search ayrımı)
phase2Rfinal-sparedissolve-533021-M7-pt,product.specs,533021,specs.product_type,,machine,§15 meta: polisher_machine ana makine (search ayrımı)
phase2Rfinal-sparedissolve-SGGF181-M8-pt,product.specs,SGGF181,specs.product_type,,machine,§15 meta: polisher_machine ana makine (search ayrımı)
phase2Rfinal-sparedissolve-418072-M9-pt,product.specs,418072,specs.product_type,,machine,§15 meta: polisher_machine ana makine (search ayrımı)
phase2Rfinal-sparedissolve-533020-M10-pt,product.specs,533020,specs.product_type,,machine,§15 meta: polisher_machine ana makine (search ayrımı)
phase2Rfinal-sparedissolve-418102-M11-pt,product.specs,418102,specs.product_type,,machine,§15 meta: polisher_machine ana makine (search ayrımı)
phase2Rfinal-sparedissolve-SGGF273-M12-pt,product.specs,SGGF273,specs.product_type,,machine,§15 meta: polisher_machine ana makine (search ayrımı)
phase2Rfinal-sparedissolve-447706-M13-pt,product.specs,447706,specs.product_type,,machine,§15 meta: polisher_machine ana makine (search ayrımı)
phase2Rfinal-sparedissolve-530632-M14-pt,product.specs,530632,specs.product_type,,machine,§15 meta: polisher_machine ana makine (search ayrımı)
phase2Rfinal-sparedissolve-513547-M15-pt,product.specs,513547,specs.product_type,,machine,§15 meta: polisher_machine ana makine (search ayrımı)
phase2Rfinal-intRevise-701285-sub-1,product,701285,template_sub_type,interior_apc,fabric_leather_cleaner,Interior revise: interior_apc → fabric_leather_cleaner (Pullitutto deri+kumaş+plastik temizleyici)
phase2Rfinal-intRevise-70901-sub-2,product,70901,template_sub_type,interior_apc,fabric_leather_cleaner,Interior revise: interior_apc → fabric_leather_cleaner (FRA-BER Tex çok amaçlı genel temizlik) [revize: kumaş+deri+plastik hafif temizleyici]
phase2Rfinal-intRevise-701010-sub-3,product,701010,template_sub_type,interior_apc,multi_surface_apc,Interior revise: interior_apc → multi_surface_apc (MULTIFORCE çok amaçlı yağ kir)
phase2Rfinal-intRevise-79771-sub-4,product,79771,template_sub_type,interior_apc,multi_surface_apc,Interior revise: interior_apc → multi_surface_apc (100% DEGREASING anti statik yağ çözücü)
phase2Rfinal-intRevise-Q2M-TRC500M-sub-5,product,Q2M-TRC500M,template_sub_type,interior_apc,multi_surface_apc,Interior revise: interior_apc → multi_surface_apc (Gyeon Trim Cleaner antistatik plastik motor)
phase2Rfinal-intRevise-Q2M-APYA4000M-sub-6,product,Q2M-APYA4000M,template_sub_type,interior_apc,multi_surface_apc,Interior revise: interior_apc → multi_surface_apc (Gyeon APC çok amaçlı konsantre)
phase2Rfinal-intRevise-Q2M-IDYA4000M-sub-7,product,Q2M-IDYA4000M,template_sub_type,surface_disinfectant,fabric_leather_cleaner,Interior revise: surface_disinfectant → fabric_leather_cleaner (Gyeon InteriorDetailer alkol bazlı hafif temiz) [revize: kumaş+deri+plastik hafif temizleyici]
phase2Rfinal-intRevise-Q2M-PM500M-sub-8,product,Q2M-PM500M,template_sub_type,plastic_dressing,antibacterial_treatment,Interior revise: plastic_dressing → antibacterial_treatment (Gyeon PurifyMaintain antibakteriyel sprey)
phase2Rfinal-intRevise-Q2M-DT10P-tg-9,product,Q2M-DT10P,template_group,interior_cleaner,contaminant_solvers,Interior revise: interior_cleaner → contaminant_solvers (Gyeon Degrease Tabs → surface_prep yanına (cila/yağ çözücü tablet))
phase2Rfinal-intRevise-Q2M-DT10P-sub-9,product,Q2M-DT10P,template_sub_type,heavy_duty_cleaner,surface_prep,Interior revise: heavy_duty_cleaner → surface_prep (Gyeon Degrease Tabs → surface_prep yanına (cila/yağ çözücü tablet))
phase2Rfinal-intRevise-77019-tg-10,product,77019,template_group,interior_cleaner,industrial_products,Interior revise: interior_cleaner → industrial_products (FRA-BER Deep Alkaline endüstriyel zemin temizliği)
phase2Rfinal-intRevise-77075-tg-11,product,77075,template_group,interior_cleaner,industrial_products,Interior revise: interior_cleaner → industrial_products (FRA-BER All Aliment alkol bazlı dezenfektan endüstriyel)
phase2Rfinal-intRevise-77080-tg-12,product,77080,template_group,interior_cleaner,industrial_products,Interior revise: interior_cleaner → industrial_products (FRA-BER All Sany çok amaçlı dezenfektan endüstriyel)
phase2Rfinal-intRevise-79299-tg-13,product,79299,template_group,ceramic_coating,interior_cleaner,Interior revise: ceramic_coating → interior_cleaner (INNOVACAR SC4 TEX COAT kumaş+deri hidrofobik)
phase2Rfinal-intRevise-79299-sub-13,product,79299,template_sub_type,fabric_coating,fabric_protector,Interior revise: fabric_coating → fabric_protector (INNOVACAR SC4 TEX COAT kumaş+deri hidrofobik)
phase2Rfinal-intRevise-Q2-FCNA400M-tg-14,product,Q2-FCNA400M,template_group,ceramic_coating,interior_cleaner,Interior revise: ceramic_coating → interior_cleaner (GYEON FabricCoat seramik nano su itici kumaş)
phase2Rfinal-intRevise-Q2-FCNA400M-sub-14,product,Q2-FCNA400M,template_sub_type,fabric_coating,fabric_protector,Interior revise: fabric_coating → fabric_protector (GYEON FabricCoat seramik nano su itici kumaş)
phase2Rfinal-abrRevise-74391-tg,product,74391,template_group,abrasive_polish,interior_cleaner,abrRevise: Polish Plus plastik bakım spreyi → interior_cleaner
phase2Rfinal-abrRevise-74391-sub,product,74391,template_sub_type,polish,plastic_dressing,"abrRevise: polish → plastic_dressing (yanıltıcı isim, gerçekte plastik bakım)"
phase2Rfinal-abrRevise-700209-tg,product,700209,template_group,abrasive_polish,interior_cleaner,abrRevise: Polish Plus Aroma plastik bakım spreyi → interior_cleaner
phase2Rfinal-abrRevise-700209-sub,product,700209,template_sub_type,polish,plastic_dressing,"abrRevise: polish → plastic_dressing (yanıltıcı isim, gerçekte plastik bakım)"
phase2Rfinal-abrRevise-Q2M-GP250M-surf,product.specs,Q2M-GP250M,specs.target_surface,,glass,abrRevise: Glass Polish — cam yüzey ayrımı meta key
phase2Rfinal-abrRevise-Q2M-PPR1000M-surf,product.specs,Q2M-PPR1000M,specs.target_surface,,ppf,"abrRevise: PPF Renew — PPF folyo özel, meta key ile ayrım"
phase2Rfinal-abrRevise-22992.261.001-sub,product,22992.261.001,template_sub_type,polish,finish,abrRevise: MENZERNA 3800 Süper Hare Giderici → finish (3. adım)
phase2Rfinal-abrRevise-Q2M-PO1000M-sub,product,Q2M-PO1000M,template_sub_type,polish,finish,abrRevise: GYEON Polish ara kesim hare giderici → finish
phase2Rfinal-abrRevise-Q2-PR1000M-tg,product,Q2-PR1000M,template_group,ceramic_coating,abrasive_polish,abrRevise: GYEON Primer son kat cila → abrasive_polish (finishing aşaması)
phase2Rfinal-abrRevise-Q2-PR1000M-sub,product,Q2-PR1000M,template_sub_type,single_layer_coating,finish,abrRevise: GYEON Primer → finish (koruma öncesi son kat cila)
phase2Rfinal-ceramRevise-Q2-PC100M-sub,product,Q2-PC100M,template_sub_type,interior_coating,antibacterial_coating,"ceramRevise: PurifyCoat → antibacterial_coating (yeni sub, ceramic_coating altında)"
phase2Rfinal-ceramRevise-Q2-PPFE50M-surf,product.specs,Q2-PPFE50M,specs.target_surface,,ppf,ceramRevise: GYEON Q PPF EVO target_surface=ppf
phase2Rfinal-ceramRevise-Q2-MTEL50M-finish,product.specs,Q2-MTEL50M,specs.finish,,matte,ceramRevise: GYEON Q Matte EVO finish=matte (mat boyalı araç için)
phase2Rfinal-ceramRevise-Q2-TYA500M-tg,product,Q2-TYA500M,template_group,ceramic_coating,tire_care,ceramRevise: GYEON Q Tire → tire_care (lastik parlatıcı+koruyucu jel)
phase2Rfinal-ceramRevise-Q2-TYA500M-sub,product,Q2-TYA500M,template_sub_type,tire_coating,tire_dressing,ceramRevise: tire_coating → tire_dressing (mevcut tire_dressing havuzuna)
phase2Rfinal-ceramRevise-Q2-TYA500M-cer,product.specs,Q2-TYA500M,specs.has_ceramic,,true,ceramRevise meta: seramik bazlı lastik bakımı ayırt edicisi
phase2Rfinal-ceramRevise-Q2-TYA500M-form,product.specs,Q2-TYA500M,specs.formulation,,gel,ceramRevise meta: jel formülasyon (diğer tire_dressing ürünleriyle ayırt)
phase2Rfinal-fix-516112-sub,product,516112,template_sub_type,other,extension_kit,"Fix: spare_part'a değil, polisher_machine/extension_kit (458813 ile birleşir)"
phase2Rfinal-fix-516112-pt,product.specs,516112,specs.product_type,,accessory,Fix meta: 516112 polisher accessory
phase2Rfinal-storRevise-SGGD233-tg,product,SGGD233,template_group,storage_accessories,ppf_tools,storRevise: trim sökme aparatı seti → ppf_tools (PPF/trim install kiti)
phase2Rfinal-storRevise-SGGD233-sub,product,SGGD233,template_sub_type,work_gear,application_kit,storRevise: work_gear → application_kit (4 parça PPF/trim alet seti)
phase2Rfinal-storRevise-SGGD233-purpose,product.specs,SGGD233,specs.purpose,,trim_removal,storRevise meta: trim sökme aparatı (PPF install kit'lerinden ayırt)
phase2Rfinal-storRevise-SGGD233-kit,product.specs,SGGD233,specs.is_kit,,true,storRevise meta: 4 parça set
phase2Rfinal-storRevise-SGGD233-pack,product.specs,SGGD233,specs.pack_size,,4,storRevise meta: pack_size=4
phase2Rfinal-storRevise-SGGD291-sub,product,SGGD291,template_sub_type,storage_box,storage_equipment,storRevise: storage_box + bag_carrier birleşir → storage_equipment
phase2Rfinal-storRevise-502561-sub,product,502561,template_sub_type,bag_carrier,storage_equipment,storRevise: bag_carrier → storage_equipment (taşıma+depolama)
phase2Rfinal-storRevise-SGGD175-sub,product,SGGD175,template_sub_type,bag_carrier,storage_equipment,storRevise: bag_carrier → storage_equipment (bel çantası)
phase2Rfinal-bucket-79472-tg,product,79472,template_group,storage_accessories,wash_tools,bucketRevise: storage_accessories → wash_tools (yıkama kovası → yıkama ekipmanları)
phase2Rfinal-bucket-79472-sub,product,79472,template_sub_type,bucket_accessories,bucket,"bucketRevise: bucket_accessories → bucket (yeni sub_type, wash_tools altında)"
phase2Rfinal-ppqRevise-Q2-QV120M-sub,product,Q2-QV120M,template_sub_type,glass_coating,paste_wax,ppqRevise: glass_coating → paste_wax (boya koruma sub geneli)
phase2Rfinal-ppqRevise-Q2-QV120M-surf,product.specs,Q2-QV120M,specs.target_surface,,glass,ppqRevise meta: cam yüzey ayrımı
phase2Rfinal-ppqRevise-Q2M-CDYA1000M-sub,product,Q2M-CDYA1000M,template_sub_type,quick_detailer,spray_sealant,ppqRevise: GYEON CeramicDetailer → spray_sealant (seramik bazlı koruma)
phase2Rfinal-ppqRevise-74062-sub,product,74062,template_sub_type,rinse_wax_concentrate,spray_sealant,ppqRevise: FRA-BER Nanotech → spray_sealant (hızlı cila koruma)
phase2Rfinal-csRevise-71110-tg,product,71110,template_group,contaminant_solvers,industrial_products,csRevise: Lava Cemento harç/çimento → industrial_products (endüstriyel temizleyici)
phase2Rfinal-csRevise-71110-sub,product,71110,template_sub_type,specialty_cleaner,heavy_duty_cleaner,csRevise: specialty_cleaner → heavy_duty_cleaner (industrial_products altında)
phase2Rfinal-csRevise-Q2M-CLR500M-tg,product,Q2M-CLR500M,template_group,contaminant_solvers,clay_products,csRevise: Clay Lube → clay_products grubu (kil workflow ekosistemi)
phase2Rfinal-csRevise-700210-sub,product,700210,template_sub_type,wheel_iron_remover,iron_remover,csRevise: Ko Iron → iron_remover (genel demir tozu — boya yüzeyinde de uygun)
phase2Rfinal-claymerge-Q2M-CCE-tg-1,product,Q2M-CCE,template_group,contaminant_solvers,clay_products,claymerge: clay_bar contaminant_solvers → clay_products (kil ekosistemi tek grupta)
phase2Rfinal-claymerge-MGPS-2019KH-tg-2,product,MGPS-2019KH,template_group,contaminant_solvers,clay_products,claymerge: clay_bar contaminant_solvers → clay_products (kil ekosistemi tek grupta)
phase2Rfinal-claymerge-MGPS-2019KM-tg-3,product,MGPS-2019KM,template_group,contaminant_solvers,clay_products,claymerge: clay_bar contaminant_solvers → clay_products (kil ekosistemi tek grupta)
phase2Rfinal-applRevise-Q2M-CA10P-sub,product,Q2M-CA10P,template_sub_type,coating_applicator,applicator_pad,applRevise: coating_applicator → applicator_pad (purpose meta ile ayrım)
phase2Rfinal-applRevise-Q2M-CA10P-pp,product.specs,Q2M-CA10P,specs.purpose,,coating_application,applRevise meta: GYEON Coating Applicator (seramik uygulama)
phase2Rfinal-applRevise-Q2M-CAP10P-sub,product,Q2M-CAP10P,template_sub_type,coating_applicator,applicator_pad,applRevise: coating_applicator → applicator_pad (purpose meta ile ayrım)
phase2Rfinal-applRevise-Q2M-CAP10P-pp,product.specs,Q2M-CAP10P,specs.purpose,,coating_application,applRevise meta: GYEON Coating Applicator (seramik uygulama)
phase2Rfinal-abrFix-Q2M-GP250M-sub,product,Q2M-GP250M,template_sub_type,heavy_cut_compound,polish,abrFix: Glass Polish heavy_cut → polish (target_surface=glass meta zaten ekli)
phase2Rfinal-abrFix-Q2M-PPR1000M-sub,product,Q2M-PPR1000M,template_sub_type,heavy_cut_compound,polish,abrFix: PPF Renew heavy_cut → polish (target_surface=ppf meta zaten ekli)
phase2Rfinal-clayform-MGPS-6046R-1,product.specs,MGPS-6046R,specs.form,,pad,clayform meta: clay_pad form=pad ayrımı
phase2Rfinal-clayform-MGPS-6045-2,product.specs,MGPS-6045,specs.form,,sponge,clayform meta: clay_pad form=sponge ayrımı
phase2Rfinal-clayform-MGPS-6031B-P-3,product.specs,MGPS-6031B-P,specs.form,,pad,clayform meta: clay_pad form=pad ayrımı
phase2Rfinal-clayform-MGPS-6046F2R-4,product.specs,MGPS-6046F2R,specs.form,,pad,clayform meta: clay_pad form=pad ayrımı
phase2Rfinal-clayform-MGPS-6009P-5,product.specs,MGPS-6009P,specs.form,,cloth,clayform meta: clay_pad form=cloth ayrımı
phase2Rfinal-clayform-MGPS-6012K-6,product.specs,MGPS-6012K,specs.form,,disc,clayform meta: clay_pad form=disc ayrımı
phase2Rfinal-clayform-MGPS-6016P-7,product.specs,MGPS-6016P,specs.form,,mitt,clayform meta: clay_pad form=mitt ayrımı
phase2Rfinal-leatherMeta-71132-surface,product.specs,71132,specs.target_surface,,leather,leatherMeta: deri-özel ürün (target_surface=leather) — multi-surface'tan ayırt
phase2Rfinal-leatherMeta-Q2M-LCN1000M-surface,product.specs,Q2M-LCN1000M,specs.target_surface,,leather,leatherMeta: deri-özel ürün (target_surface=leather) — multi-surface'tan ayırt
phase2Rfinal-leatherMeta-Q2M-LCSYA1000M-surface,product.specs,Q2M-LCSYA1000M,specs.target_surface,,leather,leatherMeta: deri-özel ürün (target_surface=leather) — multi-surface'tan ayırt
phase2Rfinal-leatherMeta-700468-surface,product.specs,700468,specs.target_surface,,leather,leatherMeta: deri-özel ürün (target_surface=leather) — multi-surface'tan ayırt
phase2Rfinal-leatherMeta-Q2-LCR500M-surface,product.specs,Q2-LCR500M,specs.target_surface,,leather,leatherMeta: deri-özel ürün (target_surface=leather) — multi-surface'tan ayırt
phase2Rfinal-leatherMeta-Q2M-LSN200M-surface,product.specs,Q2M-LSN200M,specs.target_surface,,leather,leatherMeta: deri-özel ürün (target_surface=leather) — multi-surface'tan ayırt
phase2Rfinal-leatherMeta-Q2M-LSSYA200M-surface,product.specs,Q2M-LSSYA200M,specs.target_surface,,leather,leatherMeta: deri-özel ürün (target_surface=leather) — multi-surface'tan ayırt
phase2Rfinal-leatherMeta-Q2M-LSN200M-kit,product.specs,Q2M-LSN200M,specs.is_kit,,true,leatherMeta: LeatherSet paket ürün
phase2Rfinal-leatherMeta-Q2M-LSSYA200M-kit,product.specs,Q2M-LSSYA200M,specs.is_kit,,true,leatherMeta: LeatherSet paket ürün
phase2Rfinal-flcRetag-70723-surf,product.specs,70723,specs.target_surface,,"[""leather"", ""fabric"", ""plastic""]","flcRetag: compatibility → target_surface array (multi-surface temizleyici, leather_care ile karşılaştırılabilir)"
phase2Rfinal-flcRetag-71676-surf,product.specs,71676,specs.target_surface,,"[""leather"", ""fabric"", ""plastic""]","flcRetag: compatibility → target_surface array (multi-surface temizleyici, leather_care ile karşılaştırılabilir)"
phase2Rfinal-flcRetag-73378-surf,product.specs,73378,specs.target_surface,,"[""leather"", ""fabric"", ""plastic""]","flcRetag: compatibility → target_surface array (multi-surface temizleyici, leather_care ile karşılaştırılabilir)"
phase2Rfinal-flcRetag-75404-surf,product.specs,75404,specs.target_surface,,"[""leather"", ""fabric"", ""plastic""]","flcRetag: compatibility → target_surface array (multi-surface temizleyici, leather_care ile karşılaştırılabilir)"
phase2Rfinal-flcRetag-701285-surf,product.specs,701285,specs.target_surface,,"[""leather"", ""fabric"", ""plastic""]","flcRetag: compatibility → target_surface array (multi-surface temizleyici, leather_care ile karşılaştırılabilir)"
phase2Rfinal-flcRetag-Q2M-FCNA1000M-surf,product.specs,Q2M-FCNA1000M,specs.target_surface,,"[""leather"", ""fabric"", ""plastic""]","flcRetag: compatibility → target_surface array (multi-surface temizleyici, leather_care ile karşılaştırılabilir)"
phase2Rfinal-flcRetag-79818-surf,product.specs,79818,specs.target_surface,,"[""leather"", ""fabric"", ""plastic""]","flcRetag: compatibility → target_surface array (multi-surface temizleyici, leather_care ile karşılaştırılabilir)"
phase2Rfinal-flcRetag-70901-surf,product.specs,70901,specs.target_surface,,"[""leather"", ""fabric"", ""plastic""]","flcRetag: compatibility → target_surface array (multi-surface temizleyici, leather_care ile karşılaştırılabilir)"
phase2Rfinal-flcRetag-Q2M-IDYA4000M-surf,product.specs,Q2M-IDYA4000M,specs.target_surface,,"[""leather"", ""fabric"", ""plastic""]","flcRetag: compatibility → target_surface array (multi-surface temizleyici, leather_care ile karşılaştırılabilir)"
phase2Rfinal-ppfRetag-Q2M-PPFW500M-surf,product.specs,Q2M-PPFW500M,specs.target_surface,,"[""paint"", ""ppf""]",ppfRetag: ph nötr şampuan paint için + PPF üzerinde safe (compatibility birleşti)
phase2Rfinal-ppfRetag-700507-surf,product.specs,700507,specs.target_surface,,"[""paint"", ""ppf""]",ppfRetag: ph nötr şampuan paint için + PPF üzerinde safe (compatibility birleşti)
phase2Rfinal-ppfRetag-700508-surf,product.specs,700508,specs.target_surface,,"[""paint"", ""ppf""]",ppfRetag: ph nötr şampuan paint için + PPF üzerinde safe (compatibility birleşti)
phase2Rfinal-ppfRetag-79284-surf,product.specs,79284,specs.target_surface,,"[""paint"", ""ppf""]",ppfRetag: ph nötr şampuan paint için + PPF üzerinde safe (compatibility birleşti)
phase2Rfinal-ppfRetag-Q2M-BYA4000M-surf,product.specs,Q2M-BYA4000M,specs.target_surface,,"[""paint"", ""ppf""]",ppfRetag: ph nötr şampuan paint için + PPF üzerinde safe (compatibility birleşti)
phase2Rfinal-tireMeta-70868-form,product.specs,70868,specs.formulation,,aerosol,tireMeta: formulation=aerosol (FRA-BER Gommalux 600ml aerosol sprey)
phase2Rfinal-tireMeta-71706-form,product.specs,71706,specs.formulation,,liquid_concentrate,tireMeta: formulation=liquid_concentrate (Gommanera Blue 5kg sıvı konsantre 1:3-5)
phase2Rfinal-tireMeta-75140-form,product.specs,75140,specs.formulation,,liquid_solvent,tireMeta: formulation=liquid_solvent (Gommanera Superlux 25lt solvent bazlı sıvı)
phase2Rfinal-tireMeta-75138-form,product.specs,75138,specs.formulation,,liquid_solvent,tireMeta: formulation=liquid_solvent (Gommanera Superlux 5lt solvent bazlı sıvı (75140 variant))
phase2Rfinal-tireMeta-701908-form,product.specs,701908,specs.formulation,,liquid,tireMeta: formulation=liquid (Superlux 900ml su bazlı sıvı)
phase2Rfinal-tireMeta-Q2M-TEYA1000M-form,product.specs,Q2M-TEYA1000M,specs.formulation,,gel,tireMeta: formulation=gel (GYEON Tire Express 1000ml su bazlı jel)
phase2Rfinal-tapeFix-Q2M-MT6X18M-sub,product,Q2M-MT6X18M,template_sub_type,detailing_tape,trim_tape,"tapeFix: GYEON MaskingTape 6mm detailing_tape → trim_tape (ince şerit maskeleme, Q1 Trim ile aynı kategori)"
