id,scope,sku,field,before,after,label,confidence,source_quote
phase3a-Q2-CCE200M-pre_coating_safe-1,product.specs,Q2-CCE200M,specs.pre_coating_safe,,True,Faz3 extract,medium,"…cı yıka, kil temizliği ve gerekirse polisaj yap; yüzeyi Q²M Prep ile yağdan arındır. Ekipmanı Hazırla – Mik…"
phase3a-Q2-CCE200M-outdoor_use-1,product.specs,Q2-CCE200M,specs.outdoor_use,,True,Faz3 extract,medium,"…klık için 1 saat sonra ikinci kat atılabilir. Soru: Dış mekânda uygulayabilir miyim? Cevap: Evet, gölgede ve rüzg…"
phase3a-Q2-LSE50M-cure_time_hours-1,product.specs,Q2-LSE50M,specs.cure_time_hours,,1,Faz3 extract,medium,…lı temizleyici serbest. 6. Opsiyonel İkinci Kat • İlk kat ? 1 saat sonra ince ikinci kat uygulanabilir (açık renk deride ekstra bari…
phase3a-Q2-LSE50M-indoor_use-1,product.specs,Q2-LSE50M,specs.indoor_use,,True,Faz3 extract,medium,…İçin Koruyucu Seramik Kaplama - 50 ml Aracınızın lüks deri iç mekânına görünmez ama son derece dirençli bir zırh ekleyin! Q² Le…
phase3a-Q2-MTEL50M-confidence_level-1,product.specs,Q2-MTEL50M,specs.confidence_level,,medium,Faz3 extract,low,…e suyu iter ve 24 ay/30 000 km’ye varan kimyasal-UV kalkanı sunar. Öne Çıkan Özellikler Gerçek Mat Uyumu — Parlaklık katmad…
phase3a-Q2-MTEL50M-pre_coating_safe-1,product.specs,Q2-MTEL50M,specs.pre_coating_safe,,True,Faz3 extract,medium,"…Uygulanır? Hazırlık – Aracı yıka, kil/polisaj sonrası Q²M Prep ile yağdan arındır. Ekipmanı Hazırla – Coating Applicator Mi…"
phase3a-Q2-MTEL50M-outdoor_use-1,product.specs,Q2-MTEL50M,specs.outdoor_use,,True,Faz3 extract,medium,"…la tam performans verir; ikinci kat gerekli değildir. Soru: Dış mekânda uygulayabilir miyim? Cevap: Rüzgârsız, gölge ve 10-30 °C…"
phase3a-Q2-MLE100M-durability_months-1,product.specs,Q2-MLE100M,specs.durability_months,48,60,Faz3 conflict,review_conflict,…sağlamlığı herkesin eline getirir. Öne Çıkan Özellikler > 5 Yıla Kadar Koruma — Tek kat 36 ay; iki kat 48-60 ay/50 000 km. > 9H Sertlik —…
phase3a-Q2-MLE100M-cure_time_hours-1,product.specs,Q2-MLE100M,specs.cure_time_hours,,1,Faz3 extract,medium,…den ? 60 dk sonra aynı adımları tekrarlayın. 8. İlk Bakım • 1 saat sonra Q²M Cure ile üst katman; su lekesi riskini azaltır. • Rutin…
phase3a-Q2-MLE100M-skill_level-1,product.specs,Q2-MLE100M,specs.skill_level,,both,Faz3 extract,medium,GYEON Q² Mohs EVO Light Box Seramik Kaplama - 100 ml - 9H Ot…
phase3a-Q2-MLE100M-confidence_level-1,product.specs,Q2-MLE100M,specs.confidence_level,,medium,Faz3 extract,low,"…a, 105 °’yi aşan boncuklanma ve cam berraklığında parlaklık sunar. Garaj gerektirmeyen formülüyle profesyonel sağlamlığı herk…"
phase3a-Q2-MLE100M-pre_coating_safe-1,product.specs,Q2-MLE100M,specs.pre_coating_safe,,True,Faz3 extract,medium,…sa kil + polisaj yapın. • Tüm yağ/polisaj kalıntılarını Q²M Prep ile silin. 2. Hazırlık & Damlatma • Aplikatör bloğunu süetle…
phase3a-Q2-MLE100M-outdoor_use-1,product.specs,Q2-MLE100M,specs.outdoor_use,,True,Faz3 extract,medium,…a self-cleaning etkisi. > Garaj Gerektirmez — Sabit gölgede açık hava uygulamasına uygun. Teknik Bilgiler Parametre Değer Not D…
phase3a-Q2-OLE100M-durability_months-1,product.specs,Q2-OLE100M,specs.durability_months,24,0.5,Faz3 conflict,review_conflict,"…C: 12 saat sonra su ve toz temasına açıktır; tam sertleşme 14 gün sürer. Yüzeyinizi en üst düzeye taşıyın. Kat, sil ve parıldayan…"
phase3a-Q2-OLE100M-pre_coating_safe-1,product.specs,Q2-OLE100M,specs.pre_coating_safe,,True,Faz3 extract,medium,"…gerekirse kil ve polisaj ile kontaminantları giderin. • Q²M Prep ile boya ve cila kalıntılarını tamamen silin. • Yüzeyin toz,…"
phase3a-Q2-OLE100M-outdoor_use-1,product.specs,Q2-OLE100M,specs.outdoor_use,,True,Faz3 extract,medium,…tik aksesuarlar • Tekne güvertesi ve kaplama panelleri • Ev dış cephe panelleri ve ofis giriş kaplamaları Neden GYEON Q² One EVO…
phase3a-Q2-PPFE50M-pre_coating_safe-1,product.specs,Q2-PPFE50M,specs.pre_coating_safe,,True,Faz3 extract,medium,…& parlaklık/saten tazeleme. o Son Yağ Alma – Tüm yüzeyi Q²M Prep veya Q²M DegreaseTabs solüsyonu ile panel panel silin; hav b…
phase3a-Q2-PPFE50M-outdoor_use-1,product.specs,Q2-PPFE50M,specs.outdoor_use,,True,Faz3 extract,medium,"…birlikte hareket eder; self-healing performansı korunur. Q: Dış mekânda uygulayabilir miyim? A: Rüzgârsız, gölge ve 15-25 °C aras…"
phase3a-Q2-PR1000M-confidence_level-1,product.specs,Q2-PR1000M,specs.confidence_level,,medium,Faz3 extract,low,"…i ve yeni çizik oluşma riskini azaltarak mükemmel bir bitiş sağlar. • ""Prep"" Adımını Ortadan Kaldırma: Uygulamadan sonra 24 sa…"
phase3a-Q2-PR1000M-application_method-1,product.specs,Q2-PR1000M,specs.application_method,,hand,Faz3 extract,medium,…Yüzeydeki kalıntıları GYEON veya MG PADS marka kaliteli bir mikrofiber bezle dikkatlice silin. Seramik kaplamayı uygulamadan önce yüzeyi…
phase3a-Q2-PR1000M-pre_coating_safe-1,product.specs,Q2-PR1000M,specs.pre_coating_safe,,True,Faz3 extract,medium,"…: Uygulamadan sonra 24 saat beklendiğinde, yüzeyi GYEON Q²M Prep gibi bir ürünle silme ihtiyacını ortadan kaldırır ve kaplama…"
phase3a-Q2-PLE50M-confidence_level-1,product.specs,Q2-PLE50M,specs.confidence_level,,medium,Faz3 extract,low,"…Formül – Maksimum silika oranı, yoğun “candy gloss” efekti sağlar. 36 Ay / 40 000 km Koruma – Tek katla uzun ömürlü UV ve kim…"
phase3a-Q2-PLE50M-pre_coating_safe-1,product.specs,Q2-PLE50M,specs.pre_coating_safe,,True,Faz3 extract,medium,…– Yıka › dekontaminasyon › polisaj gerekliyse › yüzeyi Q²M Prep ile yağdan arındır. Ekipmanı Hazırla – Q²M Coating Applicato…
phase3a-Q2-PLE50M-outdoor_use-1,product.specs,Q2-PLE50M,specs.outdoor_use,,True,Faz3 extract,medium,"…kadar; ortam sıcaklık-nemine göre ayarlayabilirsiniz. Soru: Dış mekânda uygulanabilir mi? Cevap: Rüzgârsız, gölge ve 10–30 °C koş…"
phase3a-Q2-PC100M-application_method-1,product.specs,Q2-PC100M,specs.application_method,,hand,Faz3 extract,medium,…ekleme — 5-10 dk film oluşumuna izin verin. 4. Son Silme — Mikrofiber bezle nazikçe tek geçiş yapın. Yüksek nokta görürseniz yeniden uy…
phase3a-Q2-PC100M-indoor_use-1,product.specs,Q2-PC100M,specs.indoor_use,,True,Faz3 extract,medium,"…ğu, evcil hayvan yatağı • Denizcilik kabin yüzeyleri ve RV iç mekânlar Neden GYEON Q² PurifyCoat? • Hijyen Standardı —…"
phase3a-Q2-PC100M-outdoor_use-1,product.specs,Q2-PC100M,specs.outdoor_use,,True,Faz3 extract,medium,…iz yeniden uygulayıp hemen silin. 5. Kür — 12 saat pencere açık havalandırın; su/kimyasal temastan kaçının. 6. Bakım — Her 2-3…
phase3a-Q2-RE30M-durability_months-1,product.specs,Q2-RE30M,specs.durability_months,18,0.5,Faz3 conflict,review_conflict,…iyle kürleşme hızlandırılabilir. > Tam kimyasal sertleşme ? 14 gün sürer; bu süre zarfında jant yıkarken yalnızca basınçlı su kullan…
phase3a-Q2-RE30M-pre_coating_safe-1,product.specs,Q2-RE30M,specs.pre_coating_safe,,True,Faz3 extract,medium,"…llara dayanıklı kil ile kil + sabun yapın. • Son olarak Q²M Prep ile tüm yağ, silikat ve polisaj kalıntılarını silerek yüzeyi…"
phase3a-Q2-SLE50M-confidence_level-1,product.specs,Q2-SLE50M,specs.confidence_level,,medium,Faz3 extract,low,"…ye kadar 9H sertlik, >120 ° hidrofobi ve göz alıcı derinlik sunar. Mohs EVO + Skin EVO kombinasyonu, hem parlak hem mat boyal…"
phase3a-Q2-SLE50M-pre_coating_safe-1,product.specs,Q2-SLE50M,specs.pre_coating_safe,,True,Faz3 extract,medium,…ar yıka › durula › kurula. o Son Yağ Alma – Tüm yüzeyi Q²M Prep ile panel panel sil. 2. Ekipmanı Hazırla o Coating Applica…
phase3a-Q2-SLE50M-outdoor_use-1,product.specs,Q2-SLE50M,specs.outdoor_use,,True,Faz3 extract,medium,"…irlikte hareket eder, self-healing kabiliyetini bozmaz. Q: Dış mekânda uygulayabilir miyim? A: Rüzgârsız, gölge ve 15-25 °C ara…"
phase3a-Q2-TYA500M-confidence_level-1,product.specs,Q2-TYA500M,specs.confidence_level,,medium,Faz3 extract,low,…Formül — Seramik katkı uzun ömürlü hidrofobi ve UV koruması sağlar. > Saten Doğal Bitiş — Yapay parlaklık yerine fabrika çıkı…
phase3a-Q2-TYA500M-application_method-1,product.specs,Q2-TYA500M,specs.application_method,,hand,Faz3 extract,medium,"…asıl Kullanılır? 1. Temizlik – Lastiği Q²M TireCleaner + fırça ile derinlemesine temizleyin, tamamen kurutun. 2. Çalkala – Şi…"
phase3a-Q2-TRE30M-cure_time_hours-1,product.specs,Q2-TRE30M,specs.cure_time_hours,,1,Faz3 extract,medium,"…ps.) • Aşırı solmuş trimlerde veya üst düzey dayanım için ? 1 saat sonra 2. kat. • Aynı prosedürü tekrarlayın, parlak parçalarda faz…"
phase3a-Q2-TRE30M-skill_level-1,product.specs,Q2-TRE30M,specs.skill_level,,diy,Faz3 extract,medium,GYEON Q² Trim EVO – Seramik Bazlı Plastik Koruyucu & Yeniley…
phase3a-Q2-TRE30M-confidence_level-1,product.specs,Q2-TRE30M,specs.confidence_level,,medium,Faz3 extract,low,"…r plastiklerinde derin renk, UV kalkanı ve kalıcı hidrofobi sağlar. Yeni EVO formülü, önceki nesle göre P daha uzun ömür ve da…"
phase3a-Q2-TRE30M-pre_coating_safe-1,product.specs,Q2-TRE30M,specs.pre_coating_safe,,True,Faz3 extract,medium,…taminasyon yapın. • Tüm eski dressing-yağ kalıntılarını Q²M Prep ile silin. • Yüzey tamamen kuru ve soğuk olmalı. Kir veya si…
phase3a-Q2-TRE30M-indoor_use-1,product.specs,Q2-TRE30M,specs.indoor_use,,True,Faz3 extract,medium,"…z kullanın. 7. Kürleşme • Araç min. 12 saat toz-sudan uzak, kapalı alanda beklemeli. • İlk 7 gün deterjanla yıkama yapmayın. • İste…"
phase3a-Q2-VE20M-skill_level-1,product.specs,Q2-VE20M,specs.skill_level,,both,Faz3 extract,medium,GYEON Q² View EVO – Cam Su İtici & Yağmur Kaydırıcı Seramik…
phase3a-Q2-VE20M-confidence_level-1,product.specs,Q2-VE20M,specs.confidence_level,,medium,Faz3 extract,low,"…ygulama ve önceki nesle göre P’ye varan ekstra dayanıklılık sunar. Ön camda 24 ay / 50 000 km, yan camlarda ise 36 aya kadar…"
phase3a-Q2-VE20M-pre_coating_safe-1,product.specs,Q2-VE20M,specs.pre_coating_safe,,True,Faz3 extract,medium,…en Aksesuar & Tamamlayıcı Ürünler Ürün Amaç Uyum GYEON Q²M Prep GlassPolish kalıntılarını tamamen temizler Bağlanma gücünü m…
phase3a-79296-confidence_level-1,product.specs,79296,specs.confidence_level,,medium,Faz3 extract,low,…n hızla akmasını sağlayarak görüşü artırır ve güvenli sürüş sağlar. • Su ve Yağ İtici Etki: Cam üzerinde boncuklanma (beading…
phase3a-79296-application_method-1,product.specs,79296,specs.application_method,,hand,Faz3 extract,medium,"…. o Yaklaşık 1 dakika bekleyin, ardından temiz ve kuru bir mikrofiber bezle yüzeyi silin. 3. İsteğe Bağlı 2. Katman: o Etkiyi artır…"
phase3a-79299-cure_time_hours-1,product.specs,79299,specs.cure_time_hours,7,1,Faz3 conflict,review_conflict,"…onra isteğe bağlı olarak ikinci kat uygulanabilir. 5. Ürün 1 saat içinde kurur, tam etkinlik 7 saatte oluşur. 6. Sıcak yüzeylerde ve güne…"
phase3a-79299-confidence_level-1,product.specs,79299,specs.confidence_level,,medium,Faz3 extract,low,"…nü, araç kumaşları, deri döşemeler ve yumuşak tenteler için geliştirilmiş alkol bazlı gelişmiş bir yüzey koruyucudur. Floropolimer te…"
phase3a-79299-outdoor_use-1,product.specs,79299,specs.outdoor_use,,True,Faz3 extract,medium,"…urur, tam etkinlik 7 saatte oluşur. 6. Sıcak yüzeylerde ve güneş altında uygulamaktan kaçının. SEYRELTME TABLOSU | SC4 Tex Coat…"
phase3a-700405-durability_months-1,product.specs,700405,specs.durability_months,48,60,Faz3 conflict,review_conflict,"…kir birikimini önler, daha az yıkama ihtiyacı doğurur. • 4–5 Yıla Kadar Dayanıklılık: ISO 20566:2013 test protokolüne göre 75.000 km’ye veya 72…"
phase3a-700405-cure_time_hours-1,product.specs,700405,specs.cure_time_hours,,4,Faz3 extract,medium,…. Adım 3: Koruyucu Kat & Kürleşme Süreci 1. Uygulamadan 4 saat sonra SC0 Hydro Sealant uygulanabilir. 2. Aracı 3-4 saat kapalı…
phase3a-700405-skill_level-1,product.specs,700405,specs.skill_level,,both,Faz3 extract,medium,INNOVACAR SINH HYBRID Tek Adım Hidrofobik Seramik Kaplama –…
phase3a-700405-indoor_use-1,product.specs,700405,specs.indoor_use,,True,Faz3 extract,medium,"…t sonra SC0 Hydro Sealant uygulanabilir. 2. Aracı 3-4 saat kapalı alanda bekletin. 3. İlk 7 gün içinde aracı yıkamayın, yağmur/ka…"
phase3a-MXP-DPCN50KS-pre_coating_safe-1,product.specs,MXP-DPCN50KS,specs.pre_coating_safe,,True,Faz3 extract,medium,…il & polisaj adımı atlanabilir. • Son Yağ Alma – GYEON Q²M Prep veya INNOVACAR D2 Check ile panel panel silin. 2. Seramik…
phase3a-MGPS-6046R-confidence_level-1,product.specs,MGPS-6046R,specs.confidence_level,,medium,Faz3 extract,low,"…ler. Geleneksel kil hamuruna göre daha geniş çalışma yüzeyi sunar, yıkanabilir kauçuk-polimer kil tabakasıyla 40+ detay döngü…"
phase3a-MGPS-6046R-pre_coating_safe-1,product.specs,MGPS-6046R,specs.pre_coating_safe,,True,Faz3 extract,medium,…için ideal mikrofiber bez. • INNOVACAR D2 Check veya Gyeon Prep – Kil sonrası yağ ve kimyasal kalıntıları temizler. Sıkça…
phase3a-MGPS-6009P-confidence_level-1,product.specs,MGPS-6009P,specs.confidence_level,,medium,Faz3 extract,low,…se bile yalnızca durulayıp kaldığınız yerden devam etmenizi sağlar. Geleneksel kil hamuruna göre 4 kata kadar daha uzun ömürlü…
phase3a-MGPS-6009P-application_method-1,product.specs,MGPS-6009P,specs.application_method,,hand,Faz3 extract,medium,…i ve çapraz hareketlerle gezdirin. o Yüzey pürüzsüzleşince mikrofiber bezle kaydırıcı artıklarını silin. 5. Temizlik & Saklama o Kil…
phase3a-MGPS-6009P-pre_coating_safe-1,product.specs,MGPS-6009P,specs.pre_coating_safe,,True,Faz3 extract,medium,"…ipe 40x40cm – Son silme ve kurutma için ideal. • GYEON Q2M PREP – Kil sonrası yağ, silikon ve kimyasal kalıntı gidermek için…"
phase3a-MGPS-6012K-confidence_level-1,product.specs,MGPS-6012K,specs.confidence_level,,medium,Faz3 extract,low,"…devirli salınımıyla 4 kata kadar daha hızlı dekontaminasyon sağlar. Yüksek teknolojili polimer kauçuk tabaka; zift, sertleşmiş…"
phase3a-MGPS-6016P-confidence_level-1,product.specs,MGPS-6016P,specs.confidence_level,,medium,Faz3 extract,low,…ldiven formu sayesinde kaygan yüzeyde bile güvenli kullanım sunar; düşürüp kili ziyan etme riski yoktur. 20–40 kullanım ömrüy…
phase3a-MGPS-6016P-application_method-1,product.specs,MGPS-6016P,specs.application_method,,hand,Faz3 extract,medium,"…da yıkayın, kirleri akıtın. 6. Kurulama & Koruma o Paneli mikrofiber bezle silin, ardından wax veya seramik kaplama uygulayın. Dikkat…"
phase3a-MGPS-6031B-P-confidence_level-1,product.specs,MGPS-6031B-P,specs.confidence_level,,medium,Faz3 extract,low,"…anabilir ve defalarca kullanılabilir, uzun ömürlü bir çözüm sunar. Teknik Özellikler: • Ölçü: 12 × 9 × 3 cm • Renk: Kırm…"
phase3a-MGPS-6031B-P-pre_coating_safe-1,product.specs,MGPS-6031B-P,specs.pre_coating_safe,,True,Faz3 extract,medium,…için ideal mikrofiber bez. • INNOVACAR D2 Check veya Gyeon Prep – Kil sonrası yağ ve kimyasal kalıntıları giderir. Sıkça…
phase3a-MGPS-6045-confidence_level-1,product.specs,MGPS-6045,specs.confidence_level,,medium,Faz3 extract,low,"…lıntısı ve su lekelerini tek adımda güvenle temizlemek için geliştirilmiş, ince-grade polimer kaplı sünger bloktur. 10 × 6 × 3 cm kom…"
phase3a-MGPS-6045-outdoor_use-1,product.specs,MGPS-6045,specs.outdoor_use,,True,Faz3 extract,medium,…k • İlk kullanımdan önce ılık suyla durulayın. • Doğrudan güneş altında veya 60 °C üzeri sıcaklıklarda bırakmayın. • Solvent bazlı…
phase3a-MGPS-6046F2R-confidence_level-1,product.specs,MGPS-6046F2R,specs.confidence_level,,medium,Faz3 extract,low,"…aşıyan yedek ped seti, pratik kullanım ve uzun ömürlü çözüm sunar. Her biri 12×8 cm ölçülerindeki kauçuk-polimer kil tabakalı…"
phase3a-MGPS-6046F2R-application_method-1,product.specs,MGPS-6046F2R,specs.application_method,,hand,Faz3 extract,medium,…uygulayın. 4. Kontrol & Temizlik Bölge pürüzsüzleştiğinde mikrofiber bezle silin; pedi nötr şampuanla yıkayıp kurutun. Kullanım Sen…
phase3a-MGPS-6046F2R-pre_coating_safe-1,product.specs,MGPS-6046F2R,specs.pre_coating_safe,,True,Faz3 extract,medium,…Yüzeyi çizmeden silmek için. • INNOVACAR D2 Check / Gyeon Prep – Kil sonrası yağ ve kimyasal kalıntıları kaldırır. Sıkça…
phase3a-700210-confidence_level-1,product.specs,700210,specs.confidence_level,,medium,Faz3 extract,low,…kulu kiraz aroması sayesinde atölye içinde konforlu çalışma sunar. ANA ÖZELLİKLER | FRA-BER KO IRON Ürün Özellikleri •…
phase3a-700210-application_method-1,product.specs,700210,specs.application_method,,hand,Faz3 extract,medium,…Bol su veya yüksek basınçla tamamen arındırın. 6. Panel Panel İlerleyin: Kaporta dekontaminasyonunda akıntı izini önler. K…
phase3a-700210-indoor_use-1,product.specs,700210,specs.indoor_use,,True,Faz3 extract,medium,"…kmadan tutunur, düşük sülfür kokulu kiraz aroması sayesinde atölye içinde konforlu çalışma sunar. ANA ÖZELLİKLER | FRA-BER KO I…"
phase3a-700210-outdoor_use-1,product.specs,700210,specs.outdoor_use,,True,Faz3 extract,medium,"…atları 1. Hazırlık: Yüzey serin ve kuru olmalı; doğrudan güneş altında çalışmayın. 2. Püskürtme: Şişeyi çalkalayın, hedef bölgeye…"
phase3a-71110-confidence_level-1,product.specs,71110,specs.confidence_level,,medium,Faz3 extract,low,"…esinde oluşan beton, harç ve çimento lekelerini çözmek için geliştirilmiş FRA-BER Lava Cemento Forte'yu sunuyoruz. Bu üstün formülasy…"
phase3a-700888-confidence_level-1,product.specs,700888,specs.confidence_level,,medium,Faz3 extract,low,"…ahiptir. Jantlarınızın her zaman ilk günkü gibi görünmesini sağlar. FRA-BER Lega Acido'nun etkinliği, en zorlu temizlik görevl…"
phase3a-70864-confidence_level-1,product.specs,70864,specs.confidence_level,,medium,Faz3 extract,low,"…arlatır ve antioksidan film ile uzun süre temiz kalmalarını sağlar. Asidik olmayan formülü sayesinde kaplama, boya ve bijonlar…"
phase3a-70864-application_method-1,product.specs,70864,specs.application_method,,hand,Faz3 extract,medium,…urumasına izin vermeyin. 4. Opsiyonel Fırçalama: Orta sert fırça ile kirleri gevşetin. 5. Durulama: Tercihen yüksek basınçlı su…
phase3a-70864-outdoor_use-1,product.specs,70864,specs.outdoor_use,,True,Faz3 extract,medium,…lar UYARILAR VE DEPOLAMA • Sıcak jant veya doğrudan güneş altında uygulamayınız. • Kurumasına izin vermeyiniz; uzun süre bek…
phase3a-76006-confidence_level-1,product.specs,76006,specs.confidence_level,,medium,Faz3 extract,low,…ürünüdür. Yüzeylerinizi yıpratmadan derinlemesine temizlik sağlar ve aracınızın görünümünü korur ve parlatır.
phase3a-76008-confidence_level-1,product.specs,76008,specs.confidence_level,,medium,Faz3 extract,low,…veya plastik parçalarına zarar vermeden etkili bir temizlik sağlar. Hem profesyonel hem de bireysel kullanım için uygundur.…
phase3a-Q2M-BGYA1000M-confidence_level-1,product.specs,Q2M-BGYA1000M,specs.confidence_level,,medium,Faz3 extract,low,"…adımda söker; seramik kaplama, wax ve plastiklerde tam uyum sağlar. Öne Çıkan Özellikler > Hızlı Böcek Çözme — Kurumuş…"
phase3a-Q2M-CLR500M-skill_level-1,product.specs,Q2M-CLR500M,specs.skill_level,,both,Faz3 extract,medium,GYEON Q²M Clay Lube REDEFINED Kil Kaydırıcı Yoğun Konsantre…
phase3a-Q2M-IR4000M-confidence_level-1,product.specs,Q2M-IR4000M,specs.confidence_level,,medium,Faz3 extract,low,"…• Jel Kıvamı — Dikey panellere tutunur, uzun çalışma süresi sağlar ve minimum fırçalama gerektirir. • Kaygan Formül — Kimyasa…"
phase3a-Q2M-IR4000M-pre_coating_safe-1,product.specs,Q2M-IR4000M,specs.pre_coating_safe,,True,Faz3 extract,medium,…nt fırçası Jel formülü jant girintilerine iletir GYEON Q²M Prep Yağ & kimyasal kalıntı giderici Iron artığını cilaya geçmede…
phase3a-Q2M-IWCR4000M-confidence_level-1,product.specs,Q2M-IWCR4000M,specs.confidence_level,,medium,Faz3 extract,low,"…Yüzeyde akmaz, uzun temas süresiyle derinlemesine temizlik sunar. > pH-Nötr — Tüm jant kaplamalarına, boyalı veya toz boyal…"
phase3a-Q2M-IWCR4000M-application_method-1,product.specs,Q2M-IWCR4000M,specs.application_method,,hand,Faz3 extract,medium,…amlayıcı Ürünler Ürün Amaç Uyum Q²M WheelBrush İnce tel fırça ile derin temizlik Ağır kir ve toz çözmede destekçi Q²M WheelM…
phase3a-Q2M-PYA4000M-confidence_level-1,product.specs,Q2M-PYA4000M,specs.confidence_level,,medium,Faz3 extract,low,"…tatik Yüzey — Toz tutulumunu azaltır, temiz uygulama ortamı sağlar. > Tüm Yüzeylerde Güvenli — Boya, cam, plastik, jant, meta…"
phase3a-Q2M-PYA4000M-pre_coating_safe-1,product.specs,Q2M-PYA4000M,specs.pre_coating_safe,,True,Faz3 extract,medium,GYEON Q²M Prep Seramik PPF Folyo Kaplama Öncesi Yüzey Hazırlayıcı ve Temizl…
phase3a-Q2M-PYA4000M-indoor_use-1,product.specs,Q2M-PYA4000M,specs.indoor_use,,True,Faz3 extract,medium,"…dk içinde; toz ve parmak izi oluşmadan kaplamaya geçin. Q: İç mekânda da kullanabilir miyim? A: Evet; piano black plastik, met…"
phase3a-Q2M-TR4000M-confidence_level-1,product.specs,Q2M-TR4000M,specs.confidence_level,,medium,Faz3 extract,low,…enle sökerken seramik kaplama ve hassas yüzeylerde tam uyum sağlar. Öne Çıkan Özellikler > Derin Katran Çözme — Asfalt…
phase3a-Q2M-TR4000M-indoor_use-1,product.specs,Q2M-TR4000M,specs.indoor_use,,True,Faz3 extract,medium,"…ları tek adımda söker. • LOW VOC & Sağlığa Dost – Az koku, kapalı alanda konfor. • Zamandan Tasarruf – Kil süresini kısaltır, hız…"
phase3a-Q2M-TOTR1000M-pre_coating_safe-1,product.specs,Q2M-TOTR1000M,specs.pre_coating_safe,,True,Faz3 extract,medium,…o Kalan beading/hidrofobi varsa adımı tekrarlayın veya Q²M Prep ile son pas geçin. o Mat yüzeylerde kurulamadan doğal kuruma…
phase3a-Q2M-WSYA1000M-skill_level-1,product.specs,Q2M-WSYA1000M,specs.skill_level,,diy,Faz3 extract,medium,GYEON Q²M WaterSpot Kireç Çözücü Cam Su Lekesi Temizleyici Ç…
phase3a-Q2M-WSYA1000M-confidence_level-1,product.specs,Q2M-WSYA1000M,specs.confidence_level,,medium,Faz3 extract,low,"…ırır. > Yüksek Temizlik Gücü — pH 2 asidik yapı 10/10 etki sunar. > Çok Yönlü Kullanım — Boya, cam, plastik, krom ve trimle…"
phase3a-Q2M-WSYA1000M-pre_coating_safe-1,product.specs,Q2M-WSYA1000M,specs.pre_coating_safe,,True,Faz3 extract,medium,…ON Q²M BaldWipe Son silme Asit uyumlu mikrofiber GYEON Q²M Prep Yağ sökücü Kaplama öncesi final GYEON Q²M Bathe+ pH nötr şa…
phase3a-701350-skill_level-1,product.specs,701350,specs.skill_level,,diy,Faz3 extract,medium,…k veya Kuru Uygulama: Su bazlı yapısıyla her iki durumda da kolay kullanım sunar. Ortalama Tüketim: • Tüm araç için: 150 ml • Panel…
phase3a-701350-confidence_level-1,product.specs,701350,specs.confidence_level,,medium,Faz3 extract,low,…lastik ve polikarbonat yüzeylerde yoğun bir dekontaminasyon sağlar. • Koruyucu Katman Sökücüsü: Yüzeydeki yaşlı seramik veya…
phase3a-701350-application_method-1,product.specs,701350,specs.application_method,,hand,Faz3 extract,medium,…rkaç dakika bekletin. 4. Mikrofiber aplikatör veya yumuşak fırça ile dikey-yatay hareketlerle yaydırın. 5. Bol su ile (tercihen…
phase3a-701350-outdoor_use-1,product.specs,701350,specs.outdoor_use,,True,Faz3 extract,medium,"…Saf olarak kullanılır. Uyarılar: • Sıcak yüzeylerde ve güneş altında uygulamayın. • Ürünü yüzeyde kurutmayın. • Aşırı hassas,…"
phase3a-79291-skill_level-1,product.specs,79291,specs.skill_level,,diy,Faz3 extract,medium,INNOVACAR D1 IRON Demir Tozu Çözücü PH Nötr Konsantre – 500…
phase3a-79291-confidence_level-1,product.specs,79291,specs.confidence_level,,medium,Faz3 extract,low,"…pH nötr formülüyle hassas yüzeylerde dahi güvenli kullanım sağlar. • Ferrous Kalıntı Temizliği: Fren balataları, ray tozu ve…"
phase3a-79291-application_method-1,product.specs,79291,specs.application_method,,hand,Faz3 extract,medium,"…dakika bekleyin. Ürün morlaşacaktır. • Mikrofiber bez veya fırça ile çalışın, ardından bol su ile durulayın. 2. Hafif Kirlenm…"
phase3a-79292-confidence_level-1,product.specs,79292,specs.confidence_level,,medium,Faz3 extract,low,"…ama uygulamalarında yüzeyi en doğru şekilde hazırlamak için geliştirilmiş alkol bazlı, yavaş buharlaşan, yüksek etkili bir yağ ve mum…"
phase3a-79292-pre_coating_safe-1,product.specs,79292,specs.pre_coating_safe,,True,Faz3 extract,medium,"…i Konsantre – 500 ml INNOVACAR D2 CHECK’İN FAYDALARI | Kaplama Öncesi Temizlik, Kusursuz Uyum Innovacar D2 Check, seramik ve nano ka…"
phase3a-79293-confidence_level-1,product.specs,79293,specs.confidence_level,,medium,Faz3 extract,low,"…ramik kaplama öncesi uygulamalar için ideal yüzey hazırlığı sağlar • Etiket, film, PPF yapışkanı kalıntılarının temizliğinde…"
phase3a-79293-application_method-1,product.specs,79293,specs.application_method,,hand,Faz3 extract,medium,"…siyon süresi tanıyın. Kurumasına izin vermeyin. 5. Yumuşak mikrofiber bezle kalıntıyı silin veya bol su ile durulayın. 6. Gerekirse, i…"
phase3a-MGPS-2019KH-skill_level-1,product.specs,MGPS-2019KH,specs.skill_level,,both,Faz3 extract,medium,"Fabrikasyon boya kalıntıları, kalın zift birikintileri, fren…"
