sku,question,answer
Q2-PR1000M,Açıldıktan sonra ürün nasıl saklanır? Raf ömrü ne kadardır?,"Pompayı kapalı konumda sabitleyin. Kuru, karanlık ve serin bir yerde saklayın. Lütfen donmasına izin vermeyin ve güneş ışığına maruz bırakmayın. Açıldıktan sonra 'kullanılabilir' raf ömrü 2 yıldır."
Q2-BS30M,PPF/Mat boya/Vinil/Karbon Fiber üzerine uygulanabilir mi?,"Evet, mat bitiş yüzeyler hariç."
Q2-SLE50M,Çıkarılabilir mi?,Evet — çıkarmak için kesim pastası ve uygun bir ped ile mekanik cilalama gerekir.
Q2-MLE100M,Birden fazla kat uygulayabilir miyim?,"Evet — katlar arasında yaklaşık 1 saat bekleyin, 2 saati aşmayın."
Q2-MTEL50M,Parlak yüzeylere uygulanabilir mi?,Zarar vermez.
Q2-PLE50M,Birden fazla kat uygulayabilir miyim?,"Evet, ancak tek katta tam fonksiyonel olarak tasarlanmıştır.

Katlar arasında en az 1 saat bekleyin."
Q2-OLE100M,Kaplama uygulamadan önce boya korreksiyonu zorunlu mu?,Hayır — ancak yüzey hazırlığı (dekontaminasyon ve yağ alma) kritik öneme sahiptir. Daha fazla ürüne özel detay için kullanım kılavuzunu takip edin.
_BRAND:gyeon:q2_general,Islak yüzeye uygulanabilir mi?,"Hayır, yalnızca iyi hazırlanmış, dekontamine edilmiş ve Q²M Prep ile yağdan arındırılmış yüzeylere veya başka bir seramik kaplamanın üzerine uygulanır."
Q2-CCE200M,Q² CanCoat EVO hangi yüzeylere uygulanabilir?,"Q² CanCoat EVO çok yönlü bir üründür. Boya, trim, jant, metal, karbon fiber ve PPF/Vinil üzerine uygulayabilirsiniz."
Q2-QV120M,Ürünün kuruması/kürlenmesi ne kadar sürer?,"Q² QuickView silmeden önce 5 dakika kürlenmesi gerekir. İdealde, uygulamadan sonraki 12 saat boyunca kaplı yüzeyi suya maruz bırakmamanızı öneririz."
Q2-W175G,Islak yüzeye uygulanabilir mi?,"Hayır, yalnızca iyi hazırlanmış, dekontamine edilmiş ve Q²M Prep ile yağdan arındırılmış yüzeylere veya başka bir seramik kaplamanın üzerine uygulanır."
_BRAND:gyeon:q2_general,Kaplama uygulamadan önce boya korreksiyonu zorunlu mu?,"Bu, Certified Detailer'ınızın incelemesine bağlıdır — lütfen onun görüşüne güvenin."
Q2-PPFE50M,Boya üzerine uygulanabilir mi?,"Hayır, Q² PPF EVO piyasadaki çoğu PPF ve vinil sargı üzerinde bulunan poliüretan gibi esnek bir yüzeye uygulanmak üzere tasarlanmıştır."
Q2-TYA500M,Ne kadar dayanır?,Q² Tire 5 yıkamaya kadar dayanır; ancak su itme özelliği sona erse bile hoş bir görsel etki kalır.
Q2-LCR500M,Ne kadar dayanır?,Q² LeatherCoat REDEFINED 3 aya kadar dayanır.
Q2-LSE50M,Çıkarılabilir mi?,Hayır. Belirli bir sorun yaşıyorsanız lütfen iletişim formundan bize ulaşın.
Q2-AF120M,Ürünün kuruması ne kadar sürer?,Uygulamadan sonra en az 2 saat cama dokunmayın.
Q2-FCNA400M,Ürünün kuruması/kürlenmesi ne kadar sürer?,Tamamen kuruyana kadar yüzeye dokunmayın. Aracı en az 12 saat kullanmayın.
Q2-VE20M,Birden fazla kat uygulayabilir miyim?,Evet.
Q2-TRE30M,Ürünün kuruması/kürlenmesi ne kadar sürer?,"Ürün uygulamadan sonra atmosferik etkilere maruz kalmadan en az 12 saat, deterjanlı yıkama yapılmadan da 14 gün daha bekletilmelidir."
Q2-RE30M,Üzerine ek kaplama/wax/sealant uygulayabilir miyim?,Evet — Q² CanCoat/Pro veya Q²M Cure REDEFINED ve Q²M WetCoat üzerine uygulanabilir.
Q2-BS30M,Ne kadar dayanır?,Q² Booster 12 aya kadar ekler.
Q2-SLE50M,Ne kadar dayanır?,Q² Syncro EVO 50 ay / 50.000 km'ye kadar dayanır.
Q2-MLE100M,PPF/Mat boya/Vinil/Karbon Fiber üzerine uygulanabilir mi?,Evet.
Q2-MTEL50M,Sette gelen Q²M Cure Matte REDEFINED ne zaman uygulanmalı?,Q²M Cure Matte REDEFINED'in uygulamadan en az 12 saat sonra ve her yıkamadan sonra bakım ürünü olarak uygulanmasını öneririz.
Q2-PLE50M,Q² Pure EVO hangi yüzeylere uygulanabilir?,Bu kaplama aracınızın tüm boyalı yüzeyleri için tasarlanmıştır.
Q2-OLE100M,Wax üzerine uygulayabilir miyim?,Hayır.
_BRAND:gyeon:q2_general,Ne kadar dayanır?,Q² CanCoat Pro EVO 12 ay / 15.000 km'ye kadar dayanır.
Q2-CCE200M,Üzerine ek kaplama uygulayabilir miyim?,"Hayır, ancak uygulamadan 12 saat sonra üzerine Q² Wax katmanı eklenebilir."
Q2-QV120M,Çıkarılabilir mi?,Evet — aşındırıcı bir pasta kullanımı gerektirir.
Q2-W175G,Q² Wax hangi yüzeylere uygulanabilir?,"Q² Wax, plastik ve metal dahil her parlak boyalı yüzeye uygulanabilir."
_BRAND:gyeon:q2_general,Boyaya zarar veren su lekeleri veya kuş pisliklerini önler mi?,Evet — ancak bu tür kontaminasyonlar mümkün olan en kısa sürede boyadan temizlenmelidir.
Q2-PPFE50M,Çıkarılabilir mi?,"Evet, ancak yalnızca parlak PPF veya sargıda. Çıkarmak için kesim pastası ve uygun bir ped ile mekanik cilalama gerekir. Q²M PPF Renew önerilir."
Q2-TYA500M,Ürünün kuruması/kürlenmesi ne kadar sürer?,Uygulamadan sonra en az 15 dakika aracı kullanmayın.
Q2-LCR500M,Derim kirli — kaplama çalışmıyor mu?,"Hayır — derinin üst yüzeyi zamanla kontamine olur, ancak bu kontaminasyon kaplamanın üzerinde kalacağından temizlik süreci kolaylaşır."
Q2-LSE50M,Bu ürünle kaplı bir araç nasıl bakım görür?,Q²M LeatherCleaner Natural ve Q² LeatherCoat REDEFINED kullanmanızı öneririz (birlikte Q²M Leather Set'te bulunur).
Q2-AF120M,Çıkarılabilir mi?,"Evet, herhangi bir cam temizleyici ile."
Q2-FCNA400M,Bu ürünle kaplı bir araç nasıl bakım görür?,"Yalnızca normal, pH nötr şampuanlar kullanın. Tekrar kaplama yapmayı planlamıyorsanız tekstile özel temizleyicileri kullanmayın."
Q2-VE20M,Üzerine ek kaplama/wax/sealant uygulayabilir miyim?,Hayır.
Q2-TRE30M,Çıkarılabilir mi?,Evet — çıkarmak için kesim pastası ve uygun bir ped ile mekanik cilalama gerekir ve yalnızca parlak panellerde mümkündür.
Q2-RE30M,Bu ürünle kaplı bir araç nasıl bakım görür?,"Standart jant temizleme prosedürünüze devam edin. Yüksek asitli temizleyicilerin kullanımından kaçının. Q²M Iron WheelCleaner REDEFINED ve Q²M TireCleaner gibi özel ürünler kaplamaya zarar verme riski olmadan kullanılabilir. Kaplama, pH 2 ile 11 arası kimyasallara dirençli olarak tasarlanmıştır."
Q2-BS30M,Çıkarılabilir mi?,Evet — çıkarmak için kesim pastası ve uygun bir ped ile mekanik cilalama gerekir.
Q2-SLE50M,Q² Skin EVO ne zaman uygulanır?,"Q² Skin EVO, Q² Mohs EVO'nun son katından en az 1 saat sonra uygulanmalıdır."
Q2-MLE100M,Sette gelen Q²M Cure REDEFINED ne zaman uygulanmalı?,Q²M Cure REDEFINED'in uygulamadan en az 12 saat sonra ve her yıkamadan sonra bakım ürünü olarak uygulanmasını öneririz.
Q2-MTEL50M,Çıkarılabilir mi?,Hayır. Ancak kimyasal ve UV maruziyeti nedeniyle zamanla doğal olarak azalır.
Q2-PLE50M,PPF/Mat boya/Vinil/Karbon Fiber üzerine uygulanabilir mi?,"Evet, mat bitiş yüzeyler hariç."
Q2-OLE100M,Birden fazla kat uygulayabilir miyim?,"Evet, ancak tek katta tam fonksiyonel olarak tasarlanmıştır."
_BRAND:gyeon:q2_general,Ürünün kuruması/kürlenmesi ne kadar sürer?,Q² CanCoat Pro EVO uygulamasını bitirdiğinizde araç 12 saat stüdyoda kalmalıdır. Sonraki 7 gün boyunca kimyasallar/deterjanlarla teması önleyin.
Q2-CCE200M,Wax üzerine uygulayabilir miyim?,"Hayır, her seramik kaplama uygulamadan önce mükemmel yüzey hazırlığı ve yağ alma gerektirir."
Q2-QV120M,Su artık akmıyor — ne yapmalıyım?,Cam yüzeyini kontaminasyon açısından kontrol edin. Çıkarmak için kil çubuğu kullanın. Camı Q²M Glass ile temizleyin.
Q2-W175G,Başka bir kaplamanın üzerine üst kat olarak kullanabilir miyim?,"Evet, kaliteli herhangi bir seramik kaplamanın üst katı olarak uygulanabilir. Alttaki kaplamanın kuru ve kürlenmiş olduğundan emin olun."
_BRAND:gyeon:q2_general,Ürünün kuruması/kürlenmesi ne kadar sürer?,"Ürün uygulamadan sonra atmosferik etkilere maruz kalmadan en az 3 saat, deterjanlı yıkama yapılmadan da 14 gün daha bekletilmelidir."
Q2-PPFE50M,Üzerine ek kaplama/wax/sealant uygulayabilir miyim?,Üzerine silika bazlı bakım spreyi olan Q²M PPF Maintain uygulayabilirsiniz.
Q2-TYA500M,Üzerine ek sealant veya dressing uygulayabilir miyim?,Evet — Q²M TireExpress kullanmanızı öneririz.
Q2-LCR500M,Üzerine ek kaplama/wax/sealant uygulayabilir miyim?,Hayır.
Q2-LSE50M,Üzerine ek kaplama/wax/sealant uygulayabilir miyim?,"Evet, bakım amaçlı Q² LeatherCoat REDEFINED kullanmanızı öneririz."
Q2-AF120M,Uygulamadan sonra hâlâ camlarım buğulu — ne yapmalıyım?,"Bu, ya yanlış yüzey hazırlığı ya da Q² AntiFog uygulandıktan sonra camların cam temizleyici ile temizlenmesi nedeniyle olabilir."
Q2-FCNA400M,Alcantara üzerinde kullanabilir miyim?,Evet.
Q2-VE20M,Bu ürünle kaplı bir araç nasıl bakım görür?,Normal yıkama rutininizde herhangi bir GYEON şampuanı ve periyodik olarak Q²M Glass ile temizlik yapmanızı öneririz.
Q2-TRE30M,Bu ürünle kaplı bir araç nasıl bakım görür?,Normal yıkama rutininizde Q²M Bathe+ ve Q²M WetCoat kullanmanızı öneririz.
Q2-RE30M,Ne kadar dayanır?,Q² Rim EVO 18 ay / 45.000 km'ye kadar dayanır.
Q2-BS30M,Kaplama uygulamadan önce boya korreksiyonu zorunlu mu?,"Q² Booster yalnızca üst kattır. Sadece tam kürlenmemiş seramik bir alt kat üzerine uygulanmalıdır. Soru, alt katın uygulanmasını ifade etmelidir."
Q2-SLE50M,Sette gelen Q²M Cure ne zaman uygulanmalı?,Q²M Cure'un her yıkamadan sonra bakım ürünü olarak uygulanmasını öneririz.
Q2-MLE100M,Uygulamadan sonra boyam kaygan hissetmiyor — neden?,"Bu, seramik kaplamalarda doğal bir durumdur. Q²M Cure ile bir silim sorunu çözecektir."
Q2-MTEL50M,Üst kaplama olarak kullanılabilir mi?,Hayır.
Q2-PLE50M,Sette gelen Q²M CURE REDEFINED ne zaman uygulanmalı?,Q²M Cure REDEFINED'in uygulamadan en az 12 saat sonra ve her yıkamadan sonra bakım ürünü olarak uygulanmasını öneririz.
Q2-OLE100M,PPF/Mat boya/Vinil/Karbon Fiber üzerine uygulanabilir mi?,"Evet, mat bitiş yüzeyler hariç."
_BRAND:gyeon:q2_general,High spot görüyorum — neden (ve ne yapmalıyım)?,Uygulamadan hemen sonra Q²M Prep ve Q²M Polishwipe EVO ile birden fazla silim yardımcı olabilir. Ertesi gün polisaj makinesi kullanmanız gerekecektir.
Q2-CCE200M,Birden fazla kat uygulayabilir miyim?,"Evet, her kat arasında en az 1 saat bekleyin."
Q2-QV120M,Uygulamadan sonra 'bulutlar' görüyorum — ne yapmalıyım?,Kaplamayı nemli bir bezle silin ve tekrar kontrol edin.
Q2-W175G,Üzerine ek kaplama uygulayabilir miyim?,Hayır. Ancak özelliklerini en üst düzeye çıkarmak ve uzatmak için bakım serimizdeki herhangi bir ürünü kullanabilirsiniz.
_BRAND:gyeon:q2_general,Bu ürün neden yalnızca Mobile Certified Detailer'lara sunuluyor?,"Bu ürün benzersizdir ve doğru uygulanması için yeterli eğitim gerektirir. Bu nedenle yalnızca seçilmiş ve onaylanmış Mobile Certified Detailer'lar erişebilir. Bu münhasırlık, Gyeon'un kalite standardına sahip olmasına ve müşteri ile detayere garanti ile destek vermesine olanak tanır."
Q2-PPFE50M,Üst kaplama olarak kullanılabilir mi?,Hayır.
Q2-LCR500M,Ürünün kuruması/kürlenmesi ne kadar sürer?,Q² LeatherCoat REDEFINED kullanımından sonra en az 1 saat koltukları kullanmayın.
Q2-LSE50M,Ürünün kuruması/kürlenmesi ne kadar sürer?,Kaplı parçalara en az 1 saat dokunmayın. Aracı kullanımdan sonra en az 12 saat kullanmayın.
Q2-AF120M,Açıldıktan sonra ürün nasıl saklanır? Raf ömrü ne kadardır?,"Kuru, karanlık ve serin bir yerde saklayın. Donmasına izin vermeyin ve güneş ışığına maruz bırakmayın. Açıldıktan sonra 'kullanılabilir' raf ömrü 2 yıldır."
Q2-FCNA400M,Süet üzerinde kullanabilir miyim?,Q²M Prep ve Q²M BaldWipe ile birden fazla kez silin ya da sıcak su ve normal şampuan kullanın. Sıcak su kalıntıları çözmeye yardımcı olur.
Q2-VE20M,Q²M GlassPolish kullanmak zorunda mıyım?,Evet — Q²M GlassPolish mükemmel yüzey hazırlığını sağlar ve aynı zamanda bağlayıcı bir ajan olarak görev yapar.
Q2-TRE30M,Üzerine ek kaplama/wax/sealant uygulayabilir miyim?,Hayır.
Q2-RE30M,Ürünün kuruması/kürlenmesi ne kadar sürer?,"Ürün uygulamadan sonra atmosferik etkilere maruz kalmadan en az 12 saat, deterjanlı yıkama yapılmadan da 14 gün daha bekletilmelidir."
Q2-BS30M,Bu ürünle kaplı bir araç nasıl bakım görür?,"Normal yıkama rutininizde Q²M Bathe+ ve Q²M WetCoat kullanmanızı öneririz. Kaplama, pH 2 ile 11 arası kimyasallara dirençli olarak tasarlanmıştır."
Q2-SLE50M,Üst kaplama olarak kullanılabilir mi?,"Hayır, bağımsız bir kaplama sistemidir."
Q2-MLE100M,High spot görüyorum — neden (ve ne yapmalıyım)?,Uygulamadan hemen sonra Q²M Prep ve Q²M Polishwipe ile birden fazla silim yardımcı olabilir. Ertesi gün polisaj makinesi kullanmanız gerekecektir.
Q2-MTEL50M,Üzerine ek kaplama/wax/sealant uygulayabilir miyim?,Evet — Q²M Matte kullanmanızı öneririz.
Q2-PLE50M,Uygulamadan sonra boyam kaygan hissetmiyor — neden?,"Bu, seramik kaplamalarda doğal bir durumdur. Q²M Cure ile bir silim sorunu çözecektir."
Q2-OLE100M,Üzerine ek kaplama/wax/sealant uygulayabilir miyim?,"Evet, üst kat ürün olarak Q² CanCoat EVO veya Q² Wax öneririz."
_BRAND:gyeon:q2_general,Boyaya zarar veren su lekeleri veya kuş pisliklerini önler mi?,"Hiçbir şey su lekelerini tamamen önleyemez. Çıplak, wax'lı ve kaplı boyada da oluşabilirler. Kuş artığı bilinen en sert ve en zarar verici maddelerden biridir. Bir kaplama, korozyon olmadan kontaminasyonu temizlemeniz için size gerekli zamanı kazandırır. Ancak, sıcak bir yaz gününde saatlerce bırakırsanız, hiçbir kaplama hasarı tamamen önleyemez."
Q2-CCE200M,Islak yüzeye uygulanabilir mi?,"Hayır, yalnızca iyi hazırlanmış, dekontamine edilmiş ve Q²M Prep ile yağdan arındırılmış yüzeylere veya başka bir seramik kaplamanın üzerine uygulanır."
Q2-QV120M,Bu ürünle kaplı bir araç nasıl bakım görür?,Normal yıkama rutininizde herhangi bir Gyeon şampuanı ve periyodik olarak Q²M Glass ile temizlik yapmanızı öneririz.
Q2-W175G,Boyaya zarar veren su lekeleri veya kuş pisliklerini önler mi?,"Hiçbir şey su lekelerini tamamen önleyemez. Çıplak, wax'lı ve kaplı boyada da oluşabilirler. Kuş artığı bilinen en sert ve en zarar verici maddelerden biridir. Bir kaplama, korozyon olmadan kontaminasyonu temizlemeniz için size gerekli zamanı kazandırır. Ancak, sıcak bir yaz gününde saatlerce bırakırsanız, hiçbir kaplama hasarı tamamen önleyemez."
Q2-PPFE50M,Ürünün kuruması/kürlenmesi ne kadar sürer?,"Ürün uygulamadan sonra atmosferik etkilere maruz kalmadan en az 24 saat, deterjanlı yıkama yapılmadan da 14 gün daha bekletilmelidir."
Q2-FCNA400M,Ayakkabılarımda işe yarar mı?,Üreticinin kullandığı malzemeye bağlı olarak ayakkabılarda ve çeşitli aksesuarlarda son derece iyi çalışır — ancak araba dışı bazı tekstiller kimyasal işlemlerine bağlı olarak farklı tepki verebilir; bunu kendi sorumluluğunuzda denemelisiniz.
Q2-LCR500M,High spot görüyorum — neden (ve ne yapmalıyım)?,Etkilenen alana az miktarda ürün tekrar uygulayın. Gerekirse deriyi temizleyin ve kaplamayı yeniden uygulayın.
Q2-LSE50M,Uygulamadan sonra leke görüyorum — ne yapmalıyım?,Etkilenen alana az miktarda ürün tekrar uygulayın. Gerekirse deriyi temizleyin ve kaplamayı yeniden uygulayın.
Q2-VE20M,Uygulamadan sonra 'bulutlar' görüyorum — ne yapmalıyım?,Kaplamayı nemli bir bezle silin ve tekrar kontrol edin.
Q2-TRE30M,High spot görüyorum — neden (ve ne yapmalıyım)?,Uygulamadan hemen sonra Q²M Prep ve Q²M Polishwipe ile birden fazla silim yardımcı olabilir.
Q2-RE30M,High spot görüyorum — neden (ve ne yapmalıyım)?,Uygulamadan hemen sonra Q²M Prep ve Q²M Polishwipe EVO ile birden fazla silim yardımcı olabilir. Ertesi gün polisaj makinesi kullanmanız gerekecektir.
Q2-BS30M,Üst kat olarak kullanılabilir mi?,"Evet, bu ürünün tek işlevi budur. Q² Booster bağımsız bir kaplama değildir."
Q2-SLE50M,Birden fazla kat uygulayabilir miyim?,"Evet — Q² Mohs EVO bazı 1 kat gerektirir (2. kat opsiyonel ve izinlidir), Q² Skin üst katı da katmanlanabilir."
Q2-MLE100M,Kaplama uygulamadan önce boya korreksiyonu zorunlu mu?,Hayır — ancak yüzey hazırlığı (dekontaminasyon ve yağ alma) kritik öneme sahiptir. Daha fazla ürüne özel detay için kullanım kılavuzunu takip edin.
Q2-MTEL50M,Bu ürünle kaplı bir araç nasıl bakım görür?,"Normal yıkama rutininizde Q²M Bathe+ ve Q²M WetCoat kullanmanızı öneririz. Kaplama, pH 2 ile 11 arası kimyasallara dirençli olarak tasarlanmıştır."
Q2-PLE50M,Kaplama uygulamadan önce boya korreksiyonu zorunlu mu?,Hayır — ancak yüzey hazırlığı (dekontaminasyon ve yağ alma) kritik öneme sahiptir. Daha fazla ürüne özel detay için kullanım kılavuzunu takip edin.
Q2-OLE100M,Üst kaplama olarak kullanılabilir mi?,Hayır.
_BRAND:gyeon:q2_general,Q² CanCoat Pro EVO boyamın bitişini değiştirir mi?,"Parlaklık ve görsel kayganlık, tipik bir 'cam-gibi-parlaklık' sağlar. Renk ve derinlik artışından da yararlanırsınız."
Q2-CCE200M,Q² CanCoat EVO boyamın bitişini değiştirir mi?,"Parlaklık ve görsel kayganlık, tipik bir 'cam-gibi-parlaklık' sağlar. Renk ve derinlik artışından da yararlanırsınız."
Q2-QV120M,Üzerine ek kaplama/wax/sealant uygulayabilir miyim?,Hayır.
Q2-W175G,Bu ürünle kaplı bir araç nasıl bakım görür?,"Normal yıkama rutininizde Q²M Bathe+, Q²M Cure, Q²M Ceramic Detailer veya Q²M WetCoat kullanmanızı öneririz. Q² Wax'ın özellikleri azalmaya başlarsa — aracı Q²M Restart Wash ile yıkayın ve üzerine bir kat daha uygulayın."
Q2-PPFE50M,High spot görüyorum — Neden (ve ne yapmalıyım)?,Uygulamadan hemen sonra Q²M Prep ve Q²M Polishwipe ile birden fazla silim yardımcı olabilir. Ertesi gün polisaj makinesi kullanmanız gerekecektir. Ancak çıkarma yalnızca parlak PPF veya sargıda mümkündür.
Q2-LCR500M,Bu ürünle kaplı araç döşemesi nasıl bakım görür?,Q²M LeatherCleaner Natural kullanmanızı öneririz (Q²M Leather Set'te birlikte bulunur).
Q2-LSE50M,Derim kirlendi — kaplama çalışmıyor mu?,"Hayır. Derinin üst yüzeyi zamanla kontamine olur, ancak bu kontaminasyon kaplamanın üzerinde kalacaktır."
Q2-FCNA400M,Su artık boncuklanmıyor — ne yapmalıyım?,Boncuklanma korumanın tek göstergesi değildir. Q² FabricCoat boncuklanmasa bile yüzeyi UV ışınlarına ve renk değişikliğine karşı korur.
Q2-VE20M,Su artık akmıyor — ne yapmalıyım?,Cam yüzeyini kontaminasyon açısından kontrol edin. Çıkarmak için kil çubuğu kullanın. Camı Q²M Glass ile temizleyin.
Q2-TRE30M,"Boncuklanma kayboldu, ne yapmalıyım?","Önce — endişelenmeyin. Su itme, kaplamanın varlığının tek göstergesi değildir. Yüzeyi dekontamine edin ve itme özelliğini kontrol edin. Eğer gittiyse ama renk yoğunluğu hâlâ gereken seviyede ise, kaplı paneli bir süre daha bırakabilirsiniz. Diğer durumlarda — paneli yeniden kaplayın."
Q2-RE30M,"Boncuklanma kayboldu, ne yapmalıyım?",Tam bir bakım yıkamasından sonra Q²M Iron REDEFINED ve Q²M Tar REDEFINED ile yüzey dekontaminasyonu yapın. İtme özelliğini geri kazanmak için Q²M WetCoat veya Q²M Cure REDEFINED kullanın.
Q2-BS30M,Üzerine ek kaplama uygulayabilir miyim?,Hayır.
Q2-SLE50M,PPF/Mat boya/Vinil/Karbon Fiber üzerine uygulanabilir mi?,"Evet, mat bitiş yüzeyler hariç."
Q2-MLE100M,"Boncuklanma kayboldu, ne yapmalıyım?",Tam bir bakım yıkamasından sonra Q²M Iron REDEFINED ve Q²M Tar REDEFINED ile yüzey dekontaminasyonu yapın. Başlangıçtaki itme özelliğini geri kazanmak için Q²M Cure REDEFINED veya Q²M WetCoat kullanın.
Q2-MTEL50M,High spot görüyorum — Ne yanlış yaptım? Şimdi ne yapmalıyım?,Zamanında fark edilirse Q²M Prep ve Q²M Polishwipe ile birden fazla silim sorunu çözer. Mat bitiş boyalarda çok dikkatli olun — ürünü doğru uygulamak için yalnızca tek şansınız var.
Q2-PLE50M,Üst kaplama olarak kullanılabilir mi?,Hayır.
Q2-OLE100M,Bu ürünle kaplı bir araç nasıl bakım görür?,"Normal yıkama rutininizde Q²M Bathe+, Q²M Cure veya Q²M WetCoat kullanmanızı öneririz. Kaplama pH 2 ile 11 arası kimyasallara dirençli olarak tasarlanmıştır, bu nedenle günlük bakım sırasında çok çeşitli kimyasallara izin verilir."
_BRAND:gyeon:q2_general,Çıkarılabilir mi?,Evet — çıkarmak için kesim pastası ve uygun bir ped ile mekanik cilalama gerekir.
Q2-CCE200M,Boyaya zarar veren su lekeleri veya kuş pisliklerini önler mi?,"Hiçbir şey su lekelerini tamamen önleyemez. Çıplak, wax'lı ve kaplı boyada da oluşabilirler. Kuş artığı bilinen en sert ve en zarar verici maddelerden biridir. Bir kaplama, korozyon olmadan kontaminasyonu temizlemeniz için size gerekli zamanı kazandırır. Ancak, sıcak bir yaz gününde saatlerce bırakırsanız, hiçbir kaplama hasarı tamamen önleyemez."
Q2-QV120M,Açıldıktan sonra ürün nasıl saklanır? Raf ömrü ne kadardır?,"Kuru, karanlık ve serin bir yerde saklayın. Lütfen donmasına izin vermeyin ve güneş ışığına maruz bırakmayın. Açıldıktan sonra 'kullanılabilir' raf ömrü 2 yıldır."
Q2-W175G,Q² Wax boyamın bitişini değiştirir mi?,"Parlaklık ve görsel kayganlık, tipik bir 'cam-gibi-parlaklık' sağlar. Renk ve derinlik artışından da yararlanırsınız."
Q2-PPFE50M,Kaplama uygulamadan önce boya korreksiyonu zorunlu mu?,"Hayır — ancak yüzey hazırlığı (dekontaminasyon ve yağ alma) kritik öneme sahiptir.

Daha fazla ürüne özel detay için kullanım kılavuzunu takip edin."
Q2-LSE50M,Açıldıktan sonra ürün nasıl saklanır? Raf ömrü ne kadardır?,"Kuru, karanlık ve serin bir yerde saklayın. Lütfen donmasına izin vermeyin ve güneş ışığına maruz bırakmayın. Açıldıktan sonra 'kullanılabilir' raf ömrü 2 yıldır."
Q2-FCNA400M,Çıkarılabilir mi?,Yalnızca tekstil temizleyici ve emici vakum cihazı kullanarak.
Q2-VE20M,Çıkarılabilir mi?,Evet — ürün paketinde bulunan Q²M Glass Polish kullanımı gerekir.
Q2-TRE30M,Açıldıktan sonra ürün nasıl saklanır? Raf ömrü ne kadardır?,"Kuru, karanlık ve serin bir yerde saklayın. Lütfen donmasına izin vermeyin ve güneş ışığına maruz bırakmayın. Açıldıktan sonra 'kullanılabilir' raf ömrü 2 yıldır."
Q2-RE30M,Açıldıktan sonra ürün nasıl saklanır? Raf ömrü ne kadardır?,"Kuru, karanlık ve serin bir yerde saklayın. Lütfen donmasına izin vermeyin ve güneş ışığına maruz bırakmayın. Açıldıktan sonra 'kullanılabilir' raf ömrü 2 yıldır."
Q2-BS30M,"Boncuklanma kayboldu, ne yapmalıyım?",Tam bir bakım yıkamasından sonra Q²M Iron ve Q²M Tar ile yüzey dekontaminasyonu yapın. Başlangıçtaki itme özelliğini geri kazanmak için Q²M Cure veya Q²M WetCoat kullanın.
Q2-SLE50M,High spot görüyorum — neden (ve ne yapmalıyım)?,Uygulamadan hemen sonra Q²M Prep ve Q²M Polishwipe ile birden fazla silim yardımcı olabilir. Ertesi gün polisaj makinesi kullanmanız gerekecektir.
Q2-MLE100M,Boyaya zarar veren su lekeleri veya kuş pisliklerini önler mi?,Evet — ancak bu tür kontaminasyonlar mümkün olan en kısa sürede boyadan temizlenmelidir.
Q2-MTEL50M,Su lekesi/kuş pisliğinin boyama yapışmasını önler mi?,Tam bir bakım yıkamasından sonra Q²M Iron ve Q²M Tar ile yüzey dekontaminasyonu yapın. Başlangıçtaki itme özelliğini geri kazanmak için Q²M Cure Matte kullanın.
Q2-PLE50M,Üzerine ek kaplama/wax/sealant uygulayabilir miyim?,"Evet, üst kat ürün olarak Q² CanCoat EVO veya Q² Wax öneririz."
Q2-OLE100M,High spot görüyorum — neden (ve ne yapmalıyım)?,Uygulamadan hemen sonra Q²M Prep ve Q²M Polishwipe ile birden fazla silim yardımcı olabilir. Ertesi gün polisaj makinesi kullanmanız gerekecektir.
_BRAND:gyeon:q2_general,Bu ürünle kaplı bir araç nasıl bakım görür?,"Normal yıkama rutininizde Q²M Bathe+, Q²M Cure REDEFINED veya Q²M WetCoat kullanmanızı öneririz. Kaplama pH 3 ile 11 arası kimyasallara dirençli olarak tasarlanmıştır, bu nedenle günlük bakım sırasında çok çeşitli kimyasallara izin verilir."
Q2-CCE200M,High spot görüyorum — neden (ve ne yapmalıyım)?,Uygulamadan hemen sonra Q²M Prep ve Q²M Polishwipe ile birden fazla silim yardımcı olabilir. Ertesi gün polisaj makinesi kullanmanız gerekecektir.
Q2-W175G,Ürünün kuruması/kürlenmesi ne kadar sürer?,Q² Wax uygulamasını bitirdiğinizde araç 12 saat garaj/stüdyoda kalmalıdır. Sonraki 7-14 gün boyunca kimyasallar/deterjanlarla teması önleyin.
Q2-PPFE50M,Bu ürünle kaplı bir araç nasıl bakım görür?,"Normal yıkama rutininizde Q²M Bathe+ ve Q²M WetCoat kullanmanızı öneririz. Kaplama, pH 2 ile 11 arası kimyasallara dirençli olarak tasarlanmıştır. Hidrofobikliği ve kayganlığı artırmak için periyodik olarak Q²M PPF Maintain uygulayın."
Q2-FCNA400M,Üründen biraz cam/boya üzerine sıktım — nasıl temizlerim?,Q²M Prep ve Q²M BaldWipe ile birden fazla kez silin.
Q2-VE20M,Açıldıktan sonra ürün nasıl saklanır? Raf ömrü ne kadardır?,"Kuru, karanlık ve serin bir yerde saklayın. Lütfen donmasına izin vermeyin ve güneş ışığına maruz bırakmayın. Açıldıktan sonra 'kullanılabilir' raf ömrü 2 yıldır."
