target_sku,section_name,category_name,question_tr,answer_tr,question_en,answer_en,url,article_id
_BRAND:gyeon:q2_general,General Product Question,Q² Collection,Kaplama uygulamasından sonra aracımı yıkamak için ne kadar beklemeliyim?,Herhangi bir seramik kaplama uygulamasından sonra aracınızı en az 14 gün yıkamamanızı öneririz.,How long should I wait to wash my car after coating application ?,"After the application of any ceramic coating, we recommend to not wash your vehicle for a minimum of 14 days.",https://gyeon.zendesk.com/hc/en-us/articles/360000893337-How-long-should-I-wait-to-wash-my-car-after-coating-application,360000893337
_BRAND:gyeon:q2_general,General Product Question,Q² Collection,Gyeon kaplı bir araç nasıl bakım görür?,"Kaplı aracınızı doğru aletler ve ürünlerle düzenli olarak bakım yaptığınızdan emin olun. Temel bir set; kir ayırıcılı iki kova, pH nötr şampuan, kaliteli yıkama eldiveni ve kurulama havlularını içermelidir. Kayganlığı, hidrofobikliği ve parlaklığı artırmak için periyodik olarak Q²M Cure bakım spreyini kullanmanızı şiddetle öneririz. Bakım rutininize kimyasal dekontaminasyonu da dahil edin. Boyanızda noktasal kontaminasyon hissettiğinizde Q²M Tar ve Q²M Iron ile temizleyin.",How to maintain a Gyeon coated vehicle ?,"Make sure you maintain your coated vehicle regularly with the use of correct tools and products. A basic set shall include two buckets with dirt separators, a Ph. neutral shampoo, high-quality wash mitt and drying towels. We highly advise you to use the Q²M Cure maintenance spray periodically to increase slickness, hydrophobicity and gloss. Include chemical decontamination in your maintenance procedure. Once you feel spot contamination on your paint, use Q²M Tar and Q²M Iron to remove it.",https://gyeon.zendesk.com/hc/en-us/articles/360000893317-How-to-maintain-a-Gyeon-coated-vehicle,360000893317
_BRAND:gyeon:q2_general,General Product Question,Q² Collection,"Boncuklanma kalmadı, kaplama çalışmayı bıraktı mı?","Boncuklanma azaldıysa sebep basit olabilir: yüzey zamanla kontaminasyon (zift, ağaç sakızı, metalik kalıntı) biriktirmiştir. Kaplama hâlâ orada ve aracınızı UV ışınlarına ve kimyasallara karşı koruyor. Kontaminasyonu temizlemek için Q²M Iron ve Q²M Tar ile kimyasal dekontaminasyon yapmanızı, ardından başlangıçtaki itme özelliğini geri kazanmak için Q²M Cure veya Q²M WetCoat kullanmanızı öneririz.","I have no beading, did the coating stop to work?","If your coating is not beading anymore, the reason might be simple. The surface accumulated contamination (tar, tree sap, metallic contamination) with time. Your coating is still there and protects your car against UV rays or chemicals. We recommend performing chemical decontamination with the help of Q²M Iron & Q²M Tar to remove contamination and use Q²M Cure or Q²M WetCoat to restore initial repellency.",https://gyeon.zendesk.com/hc/en-us/articles/360000901198-I-have-no-beading-did-the-coating-stop-to-work,360000901198
_BRAND:gyeon:q2_general,General Product Question,Q² Collection,Kaplama çiziklere karşı dirençli mi?,"Q² serisindeki tüm kuvars kaplamalarımız, kayganlıkları sayesinde kaplı olmayan bir araca kıyasla çiziklere daha yüksek direnç gösterir. Ancak aracınızı çiziğe dayanıklı yapmazlar; otomatik araç yıkamaları, fırçalar, hatalı bakım veya herhangi bir vandalizmden kaynaklanan svirl izlerinden korumazlar.",Will a coating resist scratches ?,"All our quartz coatings within the Q² line show higher resistance to scratches compared to a non-coated car due to their slickness. However, they will not make your car scratch resistant and will not protect against swirls caused by automatic car washes, brushes, wrong maintenance or any form of vandalism.",https://gyeon.zendesk.com/hc/en-us/articles/360000893297-Will-a-coating-resist-scratches,360000893297
_BRAND:gyeon:q2_general,General Product Question,Q² Collection,"Quartz kaplama, glass kaplama ve seramik kaplama arasındaki fark nedir?","'Quartz', 'glass' ve 'ceramic' aynı tip ürün için kullanılan eş anlamlı terimlerdir — SiO² (silika dioksit) kaplamalar. Sahte pazarlamayla yanılmayın.","What is the difference between quartz coating, glass coating and ceramic coating?","""Quartz"", ""glass"" & ""ceramic"" are synonyms used for one and same type of product - SiO₂ (silica-dioxide) coatings. Do not get distracted by fake marketing.",https://gyeon.zendesk.com/hc/en-us/articles/360000893277-What-is-the-difference-between-quartz-coating-glass-coating-and-ceramic-coating,360000893277
_BRAND:gyeon:q2_general,General Product Question,Q² Collection,Kuvars kaplama ile wax arasındaki fark nedir?,"Wax, sınırlı bir süre çalışmak üzere tasarlanmış bir katmandır; boyayla kalıcı veya yarı kalıcı bir bağ kurmaz. Karnauba wax, balmumu veya sentetik PET-C ile polimer bazlı malzemelerin organik ve inorganik karışımıdır. Parlaklık ve itme özelliği katar ama düşük kimyasal direnci nedeniyle birkaç yıkamadan sonra solar. Seramik kaplama ise solventlerle birlikte sıvı halde gelen, solvent buharlaştığında kristalleşip yüzeyde katı bir tabaka oluşturan Silika veya Polysilazan karışımıdır. Bu tabaka yüksek kimyasal direnç gösterir ve bir kez kürlendiğinde yüzeyden ancak mekanik cilalama ile çıkarılabilir.",What is the difference between a quartz coating and a wax?,"A wax is a layer designed to perform for a limited time, as it doesn't create a permanent or semi-permanent bond with the paint. a wax is a mixture of organic and inorganic components like carnauba wax, beeswax or synthetic PET-C or polymer-based ingredients. It adds gloss and repellency but will fade after few washes due to its low chemical resistance. A ceramic coating, on the other hand, is a mixture of Silica or Polysilazanes with solvents coming in the form of a liquid, which crystallizes after the evaporation of the solvent and creates a solid layer on the surface. This layer is highly chemical resistant and once cured, it can be removed from the surface only by mechanical polishing.",https://gyeon.zendesk.com/hc/en-us/articles/360000901138-What-is-the-difference-between-a-quartz-coating-and-a-wax,360000901138
_BRAND:gyeon:q2_general,General Product Question,Q² Collection,Kendim uygulayabilir miyim?,"Evet — kaplamalarımızın çoğu kullanıcı dostu olarak tasarlanmıştır. Her set, sizi adım adım yönlendiren bir kullanım kılavuzu içerir.",Can I apply it by myself ?,Yes - most of our coatings are designed to be user-friendly. Each set includes a user manual to take you to step by step through the process,https://gyeon.zendesk.com/hc/en-us/articles/360000893217-Can-I-apply-it-by-myself,360000893217
_BRAND:gyeon:q2_general,General Product Question,Q² Collection,Quartz kaplama nedir?,"Aracınızın herhangi bir yüzeyinde kristalleştiğinde oluşan, katı, şeffaf, kaygan ve yüksek self-cleaning özelliğine sahip silika bazlı koruyucu bir tabakadır.",What is a Quartz coating ?,"It's a solid transparent, slick and highly self-cleaning silica-based protective layer once crystallized on any surface of your vehicle.",https://gyeon.zendesk.com/hc/en-us/articles/360000901078-What-is-a-Quartz-coating,360000901078
Q2-QV120M,Q² QuickView,Q² Collection,Nereye uygulanır?,"Bu kaplama, aracınızın dış cam parçaları için tasarlanmıştır.",Where to apply?,This coating is designed for exterior glass parts of your vehicle.,https://gyeon.zendesk.com/hc/en-us/articles/360015822778-Where-to-apply,360015822778
Q2-W175G,Q² Wax,Q² Collection,Nasıl uygulanır?,Maksimum performans için yüzeyi yıkayıp düzgünce yağdan arındırın. Kuru boya üzerine ince ve homojen bir kat uygulayın. Silmeden önce en az 30 dakika kürlenmeye bırakın. Bu iş için Q²M PolishWipe EVO kullanmanızı öneririz.,How to apply?,Make sure to wash and degrease the surface properly for maximum performance. Apply a light and uniform layer over dry paintwork. Leave it to cure for a minimum of 30 minutes before wipe-off. We recommend using Q²M PolishWipe EVO for that job.,https://gyeon.zendesk.com/hc/en-us/articles/360015195417-How-to-apply,360015195417
_BRAND:gyeon:q2_general,Q² Flash EVO,Q² Collection,Nasıl uygulanır?,Uygulama yalnızca Mobile Certified Detailer tarafından yapılabilir.,How to apply?,The application is possible only by a Mobile Certified Detailer.,https://gyeon.zendesk.com/hc/en-us/articles/360003986058-How-to-apply,360003986058
Q2-PPFE50M,Q² PPF EVO,Q² Collection,Nasıl uygulanır?,Lütfen ürünle birlikte gelen kullanım kılavuzuna ya da şu bağlantıya bakın: https://gyeonquartz.com/wp-content/uploads/2022/01/paint-coatings-manual.pdf,How to apply?,Please refer to the instruction manual that you find included with the product or here: https://gyeonquartz.com/wp-content/uploads/2022/01/paint-coatings-manual.pdf,https://gyeon.zendesk.com/hc/en-us/articles/360004003977-How-to-apply,360004003977
Q2-TYA500M,Q² Tire,Q² Collection,Nereye uygulanır?,Tüm lastik tiplerinde.,Where to apply ?,On all types of tires,https://gyeon.zendesk.com/hc/en-us/articles/360000941858-Where-to-apply,360000941858
Q2-LCR500M,Q² LeatherCoat REDEFINED,Q² Collection,Nereye uygulanır?,Bu kaplama aracınızın iç deri döşemesi için tasarlanmıştır; ayrıca marin deride de kullanılabilir.,Where to apply ?,This coating is designed for interior leather upholstery of your vehicle but might be used on marine leather as well.,https://gyeon.zendesk.com/hc/en-us/articles/360000932977-Where-to-apply,360000932977
Q2-LSE50M,Q² LeatherShield EVO,Q² Collection,Nereye uygulanır?,Derinin temiz ve kuru olduğundan emin olun. Birlikte gelen aplikatörü kullanın ve her seferinde tek panele küçük miktarda ürün sürün. Kurumaya bırakın. Uygulamadan 15 dakika sonra eşit bir bitiş olduğundan emin olun. Gerekirse tekrar uygulayın.,Where to apply ?,"Make sure the leather is clean and dry. Use the attached applicator and rub a small amount of product into a panel at a time. Leave to dry. Ensure an even finish after 15 minutes since the application. If necessary, recoat.",https://gyeon.zendesk.com/hc/en-us/articles/360000932457-Where-to-apply,360000932457
Q2-AF120M,Q² AntiFog,Q² Collection,Nereye uygulanır?,Bu kaplama aracınızın iç cam parçaları için tasarlanmıştır.,Where to apply ?,This coating is designed for interior glass parts of your vehicle,https://gyeon.zendesk.com/hc/en-us/articles/360000932137-Where-to-apply,360000932137
Q2-FCNA400M,Q² FabricCoat,Q² Collection,Nereye uygulanır?,"Bu kaplama, açılır soft top'lar ve Alcantara dahil aracınızdaki her tür kumaş için tasarlanmıştır.",Where to apply ?,"This coating is designed for all types of fabrics that you can find in your vehicle, including convertible soft tops and Alcantara.",https://gyeon.zendesk.com/hc/en-us/articles/360000931637-Where-to-apply,360000931637
Q2-VE20M,Q² View EVO,Q² Collection,Nereye uygulanır?,Bu kaplama aracınızın dış cam parçaları için tasarlanmıştır.,Where to apply ?,This coating is designed for exterior glass parts of your vehicle,https://gyeon.zendesk.com/hc/en-us/articles/360000940198-Where-to-apply,360000940198
Q2-TRE30M,Q² Trim EVO,Q² Collection,Nereye uygulanır?,Bu kaplama aracınızın dış plastik trimleri (Far dahil) için tasarlanmıştır.,Where to apply ?,This coating is designed for exterior plastic trim (Inc. Headlight) of your vehicle,https://gyeon.zendesk.com/hc/en-us/articles/360000932738-Where-to-apply,360000932738
Q2-RE30M,Q² Rim EVO,Q² Collection,Nereye uygulanır?,Bu kaplama aracınızın jantları/metal/krom/egzoz uçları/kaliperleri için tasarlanmıştır.,Where to apply ?,This coating is designed for wheels/metal/chrome/exhaust tips/callipers of your vehicle.,https://gyeon.zendesk.com/hc/en-us/articles/360000931998-Where-to-apply,360000931998
Q2-PR1000M,Q² Primer,Q² Collection,Nereye uygulanır?,"Bu primer, kaplama uygulamasından önce aracınızın tüm boyalı, parlak yüzeyleri için tasarlanmıştır.",Where to apply ?,"This primer is designed for all painted, glossy surfaces of your vehicle prior to coating application.",https://gyeon.zendesk.com/hc/en-us/articles/360000922237-Where-to-apply,360000922237
Q2-BS30M,Q² Booster,Q² Collection,Nereye uygulanır?,Bu kaplama aracınızın tüm boyalı yüzeyleri için tasarlanmıştır.,Where to apply ?,This coating is designed for all painted surfaces of your vehicle.,https://gyeon.zendesk.com/hc/en-us/articles/360000913377-Where-to-apply,360000913377
Q2-SLE50M,Q² Syncro EVO,Q² Collection,Q² Skin EVO nedir? Ne işe yarar?,"Q² Skin EVO, ekstrem parlaklık ve mükemmel su itme özelliği sağlamak üzere tasarlanmış SiO² bazlı bir üst kattır.",What is Q² Skin EVO ? What it does ?,Q² Skin EVO is SiO2 based topcoat designed to provide extreme gloss and great water repellency.,https://gyeon.zendesk.com/hc/en-us/articles/360000912337-What-is-Q-Skin-EVO-What-it-does,360000912337
Q2-MLE100M,Q² Mohs EVO,Q² Collection,Nereye uygulanır?,Bu kaplama aracınızın tüm boyalı yüzeyleri için tasarlanmıştır.,Where to apply ?,This coating is designed for all painted surfaces of your vehicle.,https://gyeon.zendesk.com/hc/en-us/articles/360000907378-Where-to-apply,360000907378
Q2-MTEL50M,Q² Matte EVO,Q² Collection,Nereye uygulanır?,Bu kaplama aracınızın tüm boyalı yüzeyleri için tasarlanmıştır.,Where to apply ?,This coating is designed for all painted surfaces of your vehicle.,https://gyeon.zendesk.com/hc/en-us/articles/360000899497-Where-to-apply,360000899497
Q2-PLE50M,Q² Pure EVO,Q² Collection,Nasıl uygulanır?,Lütfen ürünle birlikte gelen kullanım kılavuzuna ya da şu bağlantıya bakın: https://gyeonquartz.com/wp-content/uploads/2022/01/paint-coatings-manual.pdf,How to apply ?,Please refer to the instruction manual that you find included with the product or here: https://gyeonquartz.com/wp-content/uploads/2022/01/paint-coatings-manual.pdf,https://gyeon.zendesk.com/hc/en-us/articles/360000896437-How-to-apply,360000896437
Q2-OLE100M,Q² One EVO,Q² Collection,Nasıl uygulanır?,Lütfen ürünle birlikte gelen kullanım kılavuzuna ya da şu bağlantıya bakın: https://gyeonquartz.com/wp-content/uploads/2022/01/paint-coatings-manual.pdf,How to apply ?,Please refer to the instruction manual that you find included with the product or here: https://gyeonquartz.com/wp-content/uploads/2022/01/paint-coatings-manual.pdf,https://gyeon.zendesk.com/hc/en-us/articles/360000902278-How-to-apply,360000902278
_BRAND:gyeon:q2_general,Q² CanCoat Pro EVO,Q² Collection,Nasıl uygulanır?,"Birlikte gelen mikrofiber bezin üzerine Q² CanCoat Pro EVO sıkın, küçük bir alanı tam parlaklık elde edene kadar silin. Bezin yüzünü değiştirin ve kusursuz bir bitiş için yüzeye son bir silim daha yapın.",How to apply ?,"Simply spray Q² CanCoat Pro EVO onto the included microfibre, wipe a small section until full gloss is achieved. Change the side of the fibre and give the surface one last wipe to ensure a perfect finish.",https://gyeon.zendesk.com/hc/en-us/articles/360000901658-How-to-apply,360000901658
Q2-CCE200M,Q² CanCoat EVO,Q² Collection,Nasıl uygulanır?,"Birlikte gelen mikrofiber bezin üzerine Q² CanCoat EVO sıkın, küçük bir alanı tam parlaklık elde edene kadar silin. Bezin yüzünü değiştirin ve kusursuz bir bitiş için yüzeye son bir silim daha yapın.",How to apply ?,"Simply spray Q² CanCoat EVO onto the included microfibre, wipe a small section until full gloss is achieved. Change the side of the fibre and give the surface one last wipe to ensure a perfect finish.",https://gyeon.zendesk.com/hc/en-us/articles/360000893897-How-to-apply,360000893897
Q2-QV120M,Q² QuickView,Q² Collection,Nasıl uygulanır?,"Lütfen ürün üzerindeki talimatlara veya şu bağlantıya bakın:
https://youtu.be/iO6oH4cMNdg",How to apply? ,"Please refer to the instructions that you find on the product or here:
https://youtu.be/iO6oH4cMNdg",https://gyeon.zendesk.com/hc/en-us/articles/360015754537-How-to-apply,360015754537
Q2-W175G,Q² Wax,Q² Collection,Ne kadar dayanır?,Q² Wax 4-6 ay arası dayanır.,How long will it last ?,Q² Wax lasts up to 4/6 months.,https://gyeon.zendesk.com/hc/en-us/articles/360015806038-How-long-will-it-last,360015806038
_BRAND:gyeon:q2_general,Q² Flash EVO,Q² Collection,Çıkarılabilir mi?,Evet — çıkarmak için kesim pastası ve uygun bir ped ile mekanik cilalama gerekir. Daha fazla tavsiye için Gyeon Certified Detailer'ınızla iletişime geçin.,Can it be removed?,Yes - removal will require mechanical polishing with a compound and appropriate polishing pad. For further advice please contact your Gyeon Certified Detailer.,https://gyeon.zendesk.com/hc/en-us/articles/360004017677-Can-it-be-removed,360004017677
Q2-PPFE50M,Q² PPF EVO,Q² Collection,Nereye uygulanır?,Bu kaplama PPF veya vinil ile korunan tüm yüzeyler için tasarlanmıştır — parlak veya mat/stealth.,Where to apply?,This coating is designed for all surfaces protected with PPF or vinyl wrap - either glossy or matte/stealth.,https://gyeon.zendesk.com/hc/en-us/articles/360003974758-Where-to-apply,360003974758
Q2-TYA500M,Q² Tire,Q² Collection,Nasıl uygulanır?,Tercih ettiğiniz aplikatöre bir pompa ürün sıkın (Q²M MF Applicator kullanabilirsiniz). Ürünü lastiğin yan duvarına sürün. Yalnızca kuru ve düzgünce hazırlanmış lastiklerde kullanın. Optimum yüzey hazırlığı için Q²M TireCleaner kullanmanızı öneririz.,How to apply ?,Dispose of one pump of product onto the applicator of your choice (you may use our Q²M MF Applicator). Rub the product over the surface of the side wall of your tire. Use only on dry and well-prepared tyres. Ensure optimal surface preparation with the use of Q²M TireCleaner.,https://gyeon.zendesk.com/hc/en-us/articles/360000933157-How-to-apply,360000933157
Q2-LCR500M,Q² LeatherCoat REDEFINED,Q² Collection,Nasıl uygulanır?,Derinin temiz ve kuru olduğundan emin olun. Q²M MF Applicator kullanarak her seferinde tek panele küçük miktarda ürün sürün. Kurumaya bırakın. Tam mat bir bitiş istiyorsanız 10-15 dakika sonra silin.,How to apply ?,Make sure the leather is clean and dry. Use the Q²M MF Applicator and rub a small amount of product into a panel at a time. Leave to dry. Wipe after 10-15 minutes if you prefer a fully matte finish.,https://gyeon.zendesk.com/hc/en-us/articles/360000932957-How-to-apply,360000932957
Q2-LSE50M,Q² LeatherShield EVO,Q² Collection,Nasıl uygulanır?,"Lütfen ürünle birlikte gelen kullanım kılavuzuna ya da şu bağlantıya bakın:

https://gyeon.co/wp-content/uploads/2025/02/2023interiorcoatingsmanual.pdf",How to apply ?,"Please refer to the instruction manual that you find included with the product or here:

https://gyeon.co/wp-content/uploads/2025/02/2023interiorcoatingsmanual.pdf",https://gyeon.zendesk.com/hc/en-us/articles/360000932337-How-to-apply,360000932337
Q2-AF120M,Q² AntiFog,Q² Collection,Nasıl uygulanır?,Lütfen ürünle birlikte gelen kullanım kılavuzuna ya da şu bağlantıya bakın: http://gyeonquartz.com/wp-content/uploads/2016/10/all-suface-manual.pdf,How to apply ?,Please refer to the instruction manual that you find included with the product or here: http://gyeonquartz.com/wp-content/uploads/2016/10/all-suface-manual.pdf,https://gyeon.zendesk.com/hc/en-us/articles/360000932117-How-to-apply,360000932117
Q2-FCNA400M,Q² FabricCoat,Q² Collection,Nasıl uygulanır?,Q² FabricCoat'u yalnızca temiz ve tamamen kuru bir yüzeye uygulayın. Zor çıkan overspray'i önlemek için çevredeki elemanları maskeleyin. Ürünü her zaman Q²M LeatherBrush ile silerek eşit bir bitiş oluşturun ve emilimi destekleyin. Aşırı dozdan kaçının. 1 kalın kat yerine 2 ince kat uygulamanızı öneririz.,How to apply ?,Apply Q² FabricCoat only on a clean and completely dry surface. Mask the elements around to avoid hardly removable overspray. Always wipe the product with Q²M LeatherBrush to create an even finish and agitate the absorption. Do not overdose. We recommend applying 2 thin layers instead of 1 thick.,https://gyeon.zendesk.com/hc/en-us/articles/360000940538-How-to-apply,360000940538
Q2-VE20M,Q² View EVO,Q² Collection,Nasıl uygulanır?,Lütfen ürünle birlikte gelen kullanım kılavuzuna ya da şu bağlantıya bakın: https://gyeon.co/wpcontent/uploads/2025/02/2023exteriorcoatingsmanual.pdf,How to apply ?,Please refer to the instruction manual that you find included with the product or here: https://gyeon.co/wpcontent/uploads/2025/02/2023exteriorcoatingsmanual.pdf,https://gyeon.zendesk.com/hc/en-us/articles/360000940178-How-to-apply,360000940178
Q2-TRE30M,Q² Trim EVO,Q² Collection,Nasıl uygulanır?,Lütfen ürünle birlikte gelen kullanım kılavuzuna ya da şu bağlantıya bakın: https://gyeon.co/wpcontent/uploads/2025/02/2023exteriorcoatingsmanual.pdf,How to apply ?,Please refer to the instruction manual that you find included with the product or here: https://gyeon.co/wpcontent/uploads/2025/02/2023exteriorcoatingsmanual.pdf,https://gyeon.zendesk.com/hc/en-us/articles/360000932718-How-to-apply,360000932718
Q2-RE30M,Q² Rim EVO,Q² Collection,Nasıl uygulanır?,"Önce jantın temiz, kuru ve yağ/kirden arınmış olduğundan emin olun.

Kaplamayı uygulamadan önce Q²M Prep kullanmanızı öneririz.

Birlikte gelen aplikatöre ve süet beze bolca Q² Rim EVO sürün. Uygulamadan hemen sonra silin. Sürmeden önce kaplamanın en az 12 saat kürlenmesini bekleyin.",How to apply ?,"At first, make sure the wheel is clean, dry, and free of oil or grime.

We recommend using Q²M Prep before applying the coating

Apply a liberal amount of Q² Rim EVO to the included applicator and suede. After application, wipe off immediately. Allow the coating to cure for at least 12 hours before driving.",https://gyeon.zendesk.com/hc/en-us/articles/360000931978-How-to-apply,360000931978
Q2-PR1000M,Q² Primer,Q² Collection,Nasıl uygulanır?,Bir polisaj makinesi ve Q²M Finish ped ile uygulanır.,How to apply ?,With the use of a machine polisher and our Q²M Finish Pad.,https://gyeon.zendesk.com/hc/en-us/articles/360000922217-How-to-apply,360000922217
Q2-BS30M,Q² Booster,Q² Collection,Nasıl uygulanır?,Lütfen ürünle birlikte gelen kullanım kılavuzuna ya da şu bağlantıya bakın: http://gyeonquartz.com/wp-content/uploads/2018/01/paint-coating-manual-1.pdf,How to apply ?,Please refer to the instruction manual that you find included with the product or here: http://gyeonquartz.com/wp-content/uploads/2018/01/paint-coating-manual-1.pdf,https://gyeon.zendesk.com/hc/en-us/articles/360000923578-How-to-apply,360000923578
Q2-SLE50M,Q² Syncro EVO,Q² Collection,Nereye uygulanır?,Bu kaplama aracınızın tüm boyalı yüzeyleri için tasarlanmıştır.,Where to apply ?,This coating is designed for all painted surfaces of your vehicle.,https://gyeon.zendesk.com/hc/en-us/articles/360000911317-Where-to-apply,360000911317
Q2-MLE100M,Q² Mohs EVO,Q² Collection,Nasıl uygulanır?,Lütfen ürünle birlikte gelen kullanım kılavuzuna ya da şu bağlantıya bakın: https://gyeonquartz.com/wp-content/uploads/2022/01/paint-coatings-manual.pdf,How to apply ?,Please refer to the instruction manual that you find included with the product or here: https://gyeonquartz.com/wp-content/uploads/2022/01/paint-coatings-manual.pdf,https://gyeon.zendesk.com/hc/en-us/articles/360000900077-How-to-apply,360000900077
Q2-MTEL50M,Q² Matte EVO,Q² Collection,Nasıl uygulanır?,Lütfen ürünle birlikte gelen kullanım kılavuzuna ya da şu bağlantıya bakın: https://gyeonquartz.com/wp-content/uploads/2022/01/paint-coatings-manual.pdf,How to apply ?,Please refer to the instruction manual that you find included with the product or here: https://gyeonquartz.com/wp-content/uploads/2022/01/paint-coatings-manual.pdf,https://gyeon.zendesk.com/hc/en-us/articles/360000899477-How-to-apply,360000899477
Q2-PLE50M,Q² Pure EVO,Q² Collection,Çıkarılabilir mi?,Evet — çıkarmak için kesim pastası ve uygun bir ped ile mekanik cilalama gerekir.,Can it be removed?,Yes - removal will require mechanical polishing with a compound and appropriate polishing pad.,https://gyeon.zendesk.com/hc/en-us/articles/360000896677-Can-it-be-removed,360000896677
Q2-OLE100M,Q² One EVO,Q² Collection,Ne kadar dayanır?,Q² One EVO 24 ay / 25.000 km'ye kadar dayanır.,How long will it last ?,Q² One EVO will last up to 24 months/25k km.,https://gyeon.zendesk.com/hc/en-us/articles/360000895077-How-long-will-it-last,360000895077
_BRAND:gyeon:q2_general,Q² CanCoat Pro EVO,Q² Collection,Birden fazla kat uygulayabilir miyim?,Evet.,Can I apply multiple layers? ,Yes.,https://gyeon.zendesk.com/hc/en-us/articles/360000901698-Can-I-apply-multiple-layers,360000901698
Q2-CCE200M,Q² CanCoat EVO,Q² Collection,Ne kadar dayanır?,Q² CanCoat EVO 12 ay / 12.000 km'ye kadar dayanır.,How long will it last ?,Q² CanCoat EVO lasts up to 12 months / 12k km.,https://gyeon.zendesk.com/hc/en-us/articles/360000893917-How-long-will-it-last,360000893917
Q2-QV120M,Q² QuickView,Q² Collection,Birden fazla kat uygulayabilir miyim?,Evet — ancak dayanıklılığını uzatmaz.,Can I apply multiple layers?,Yes - however it will not extend its durability.,https://gyeon.zendesk.com/hc/en-us/articles/360015760197-Can-I-apply-multiple-layers,360015760197
Q2-W175G,Q² Wax,Q² Collection,Çıkarılabilir mi?,Evet — çıkarmak için kesim pastası ve uygun bir ped ile mekanik cilalama ya da Q²M APC 1:1 gibi güçlü kimyasalların birden fazla kez kullanımı gerekir.,Can it be removed?,Yes - removal will require mechanical polishing with a compound and appropriate polishing pad or multiples use of strong chemicals such as Q²M APC 1:1.,https://gyeon.zendesk.com/hc/en-us/articles/360015807138-Can-it-be-removed,360015807138
_BRAND:gyeon:q2_general,Q² Flash EVO,Q² Collection,"Boncuklanma kayboldu, ne yapmalıyım?",Tam bir bakım yıkamasından sonra Q²M Iron ve Q²M Tar ile yüzey dekontaminasyonu yapın. Başlangıçtaki itme özelliğini geri kazanmak için Q²M Cure veya Q²M WetCoat kullanın.,"The beading is gone, what to do?",Proceed with surface decontamination with Q²M Iron & Q²M Tar after a complete maintenance wash. Use Q²M Cure or Q²M WetCoat to restore initial repellency.,https://gyeon.zendesk.com/hc/en-us/articles/360004017737-The-beading-is-gone-what-to-do,360004017737
